시도,업종대분류,사업장수,가입자수,고지금액,신규취득,상실,영세비중,인당보험료,이직률,평균규모,위험점수,체불_전체,체불_2025이후
울산,전기가스,26,3840,2001119720,107,55,0.23076923076923078,521124.9270833333,0.02109375,147.69230769230768,-1.1669151480128965,0,0
대구,전기가스,12,4748,2624137080,20,53,0.3333333333333333,552682.6200505476,0.007687447346251053,395.6666666666667,-1.1871280357932723,0,0
서울,금융보험업,2410,265600,138503817340,3277,3215,0.2726141078838174,521475.21588855423,0.012221385542168674,110.20746887966806,-1.1871397271111634,1,0
부산,금융보험업,282,15875,7564395800,190,186,0.20921985815602837,476497.37322834646,0.01184251968503937,56.294326241134755,-1.214702845463531,0,0
광주,금융보험업,140,4533,2221946180,27,85,0.22142857142857142,490171.2287668211,0.012353849547760865,32.378571428571426,-1.2215717487789473,0,0
대구,금융보험업,246,10502,5212717260,100,65,0.24390243902439024,496354.71910112357,0.007855646543515522,42.6910569105691,-1.249422137625727,0,0
울산,금융보험업,52,8067,3320439300,42,57,0.1346153846153846,411607.69802900706,0.0061361100780959466,155.1346153846154,-1.2583850059281725,0,0
서울,전기가스,46,4380,2216994680,38,81,0.21739130434782608,506163.1689497717,0.01358447488584475,95.21739130434783,-1.2695967564998454,0,0
경남,전기가스,38,3487,1817396200,11,32,0.2631578947368421,521191.91281904216,0.0061657585316891314,91.76315789473684,-1.3059680389816424,0,0
경남,금융보험업,256,9483,4251362400,105,96,0.1328125,448314.0778234736,0.010597912053147737,37.04296875,-1.342788814196638,0,0
전북,금융보험업,228,15434,6992508360,243,163,0.10964912280701754,453058.72489309317,0.013152779577556045,67.69298245614036,-1.3867533266303116,0,0
전남,금융보험업,271,10082,4396028200,235,101,0.06273062730627306,436027.39535806386,0.01666336044435628,37.2029520295203,-1.3980801474827356,0,0
경북,금융보험업,304,10741,4803528720,196,119,0.07894736842105263,447214.2928963784,0.014663439158365143,35.33223684210526,-1.4272204184550226,0,0
충북,금융보험업,181,5160,2413720200,84,58,0.10497237569060773,467775.23255813954,0.01375968992248062,28.50828729281768,-1.4459356254977003,0,0
강원,금융보험업,179,22449,10005975020,410,233,0.0670391061452514,445720.30023609067,0.014321350616953984,125.41340782122904,-1.4601295248528825,0,0
부산,전기가스,29,3852,1921116800,18,71,0.13793103448275862,498732.2949117342,0.011552440290758048,132.82758620689654,-1.4983950532074528,0,0
충남,금융보험업,238,8777,3980023660,169,81,0.06302521008403361,453460.5970149254,0.014241768257946907,36.878151260504204,-1.5024598150291641,0,0
