시도,시군구,업종대분류,사업장수,가입자수,고지금액,신규취득,상실,영세비중,인당보험료,이직률,평균규모,신호_저임금,신호_이직률,신호_영세성,위험점수,위험백분위,체불_전체,체불_2025이후
서울,성동구,교육서비스업,41,587,150090360,16,25,0.3170731707317073,255690.5621805792,0.03492333901192504,14.317073170731707,1.175,-0.188,0.134,0.3734,73.1,0,0
경북,경주시,도소매업,211,1902,599360360,76,63,0.4549763033175355,315121.11461619346,0.036540483701366984,9.014218009478673,0.074,-0.127,1.172,0.373,73.0,0,0
서울,금천구,협회수리개인,228,2852,815188280,136,98,0.36403508771929827,285830.3927068724,0.04102384291725105,12.508771929824562,0.588,0.043,0.487,0.3728,73.0,2,0
서울,강북구,부동산업,83,1080,302869580,65,19,0.3614457831325301,280434.7962962963,0.03888888888888889,13.012048192771084,0.688,-0.038,0.468,0.3727,72.9,0,0
경남,진주시,도소매업,313,2916,871986860,76,144,0.41214057507987223,299035.2743484225,0.03772290809327846,9.31629392971246,0.35,-0.082,0.849,0.3724,72.9,0,0
부산,수영구,전문과학기술,116,1283,339296980,51,58,0.3017241379310345,264455.9469992206,0.04247856586126267,11.060344827586206,0.997,0.099,0.018,0.3713,72.8,0,0
제주,제주시,전문과학기술,448,5764,1619955780,218,262,0.3482142857142857,281047.1512838307,0.041637751561415685,12.866071428571429,0.677,0.067,0.368,0.3705,72.8,0,0
충남,천안시,정보통신업,134,1261,399527280,55,57,0.417910447761194,316833.6875495638,0.04440919904837431,9.41044776119403,0.045,0.172,0.893,0.37,72.7,0,0
전북,군산시,전문과학기술,204,3128,911238020,166,119,0.35294117647058826,291316.50255754474,0.04555626598465473,15.333333333333334,0.488,0.216,0.404,0.3689,72.7,0,0
경기,파주시,부동산업,186,2777,859969580,128,75,0.44086021505376344,309675.75801224343,0.03655023406553835,14.93010752688172,0.166,-0.126,1.066,0.3683,72.6,0,0
서울,관악구,부동산업,99,3137,766435580,81,63,0.3434343434343434,244321.19222186803,0.02295186483901817,31.68686868686869,1.415,-0.643,0.332,0.3679,72.6,0,0
전북,전주시,부동산업,331,5769,1643904420,259,146,0.38972809667673713,284954.8309932397,0.035101404056162244,17.429003021148038,0.604,-0.181,0.681,0.3677,72.5,0,0
경기,오산시,부동산업,77,881,269790320,26,17,0.4935064935064935,306231.91827468784,0.024404086265607264,11.441558441558442,0.224,-0.588,1.462,0.3663,72.5,0,0
경기,부천시,협회수리개인,159,2145,571444320,109,86,0.2893081761006289,266407.6083916084,0.045454545454545456,13.49056603773585,0.959,0.212,-0.076,0.3649,72.4,0,0
서울,광진구,전문과학기술,387,8716,2550050860,369,289,0.39276485788113696,292571.23221661313,0.03774667278568151,22.521963824289404,0.465,-0.081,0.704,0.3625,72.3,1,0
서울,성북구,제조업,156,1420,429320160,80,55,0.36538461538461536,302338.1408450704,0.04753521126760563,9.102564102564102,0.292,0.291,0.497,0.36,72.3,0,0
경기,양주시,도소매업,618,5494,1609202460,221,224,0.3786407766990291,292901.79468511103,0.040498725882781215,8.889967637540453,0.459,0.024,0.597,0.3599,72.2,0,0
인천,연수구,도소매업,741,7793,2619517040,310,248,0.4979757085020243,336137.17952008214,0.03580136019504684,10.516869095816464,-0.267,-0.155,1.496,0.3582,72.2,1,1
경기,안산시,부동산업,214,3770,1023963680,124,73,0.397196261682243,271608.40318302385,0.026127320954907163,17.61682242990654,0.857,-0.522,0.737,0.3571,72.1,0,0
강원,태백시,기타,82,706,173980220,15,15,0.35365853658536583,246430.90651558075,0.021246458923512748,8.609756097560975,1.369,-0.708,0.409,0.3568,72.1,0,0
대전,대덕구,부동산업,63,637,189095780,25,28,0.38095238095238093,296853.65777080064,0.041601255886970175,10.11111111111111,0.388,0.065,0.615,0.3561,72.0,0,0
경기,남양주시,부동산업,286,3531,1067610740,185,87,0.4090909090909091,302353.6505239309,0.038516001132823566,12.346153846153847,0.292,-0.052,0.826,0.3554,72.0,0,0
서울,도봉구,도소매업,178,1406,424234280,52,39,0.43820224719101125,301731.35135135136,0.032361308677098154,7.898876404494382,0.302,-0.286,1.046,0.3542,71.9,1,0
경남,창원시,부동산업,347,5523,1497543040,218,165,0.3515850144092219,271146.6666666667,0.034673184863298935,15.9164265129683,0.866,-0.198,0.393,0.3538,71.9,0,0
경남,함양군,기타,105,1005,234865500,19,24,0.3142857142857143,233697.01492537314,0.021393034825870648,9.571428571428571,1.649,-0.702,0.113,0.353,71.8,0,0
전북,순창군,기타,70,993,253347700,34,27,0.32857142857142857,255133.63544813695,0.030715005035246726,14.185714285714285,1.186,-0.348,0.22,0.3528,71.8,0,0
충남,보령시,부동산업,17,752,223089840,18,17,0.47058823529411764,296662.02127659577,0.02327127659574468,44.23529411764706,0.392,-0.631,1.29,0.3502,71.7,0,0
전남,영광군,도소매업,82,597,164665540,12,14,0.4268292682926829,275821.67504187603,0.021775544388609715,7.280487804878049,0.776,-0.688,0.96,0.3493,71.6,0,0
경기,과천시,숙박음식점업,39,843,263775000,56,50,0.3076923076923077,312900.35587188613,0.06287069988137604,21.615384615384617,0.111,0.873,0.063,0.3491,71.6,0,0
서울,동대문구,전문과학기술,259,4688,1391455020,223,202,0.3590733590733591,296812.0776450512,0.04532849829351536,18.1003861003861,0.389,0.207,0.45,0.3486,71.5,0,0
충남,홍성군,부동산업,44,1019,259455200,31,7,0.38636363636363635,254617.46810598625,0.018645731108930325,23.15909090909091,1.197,-0.807,0.655,0.3486,71.5,0,0
강원,인제군,기타,79,818,210670520,14,21,0.379746835443038,257543.4229828851,0.021393643031784843,10.354430379746836,1.137,-0.702,0.605,0.3467,71.4,0,0
서울,관악구,기타,337,4785,1171052200,151,154,0.29080118694362017,244734.00208986417,0.03187042842215256,14.198813056379821,1.406,-0.304,-0.064,0.3457,71.4,0,0
울산,중구,제조업,88,1017,319796600,88,41,0.3068181818181818,314450.93411996064,0.06342182890855458,11.556818181818182,0.085,0.894,0.056,0.3452,71.3,0,0
대구,수성구,부동산업,149,3756,1098895780,119,109,0.4228187919463087,292570.7614483493,0.03035143769968051,25.20805369127517,0.465,-0.362,0.93,0.3443,71.3,0,0
대전,동구,제조업,179,1557,439184020,61,58,0.3575418994413408,282070.6615285806,0.03821451509312781,8.69832402234637,0.657,-0.063,0.438,0.3442,71.2,0,0
부산,연제구,전문과학기술,341,5982,1657655420,294,306,0.2844574780058651,277107.2250083584,0.05015045135406219,17.542521994134898,0.751,0.39,-0.112,0.343,71.2,0,0
충남,서천군,부동산업,12,536,164421040,17,6,0.5,306755.67164179106,0.021455223880597014,44.666666666666664,0.215,-0.7,1.511,0.3422,71.1,0,0
경북,경산시,건설업,398,3163,1039542980,189,107,0.41959798994974873,328657.2810622826,0.04679102118242175,7.947236180904523,-0.148,0.263,0.906,0.3401,71.1,1,1
제주,서귀포시,도소매업,193,2040,633820720,58,80,0.44559585492227977,310696.43137254904,0.033823529411764704,10.569948186528498,0.148,-0.23,1.101,0.3399,71.0,0,0
경기,부천시,도소매업,1151,9933,3007306840,344,345,0.42311033883579496,302759.17044196115,0.03468237189167422,8.629887054735013,0.285,-0.197,0.932,0.3397,71.0,1,0
전북,전주시,도소매업,776,7425,2208048240,257,247,0.41365979381443296,297380.23434343433,0.03393939393939394,9.568298969072165,0.379,-0.226,0.861,0.3381,70.9,0,0
전남,화순군,건설업,237,2096,727460740,118,79,0.45569620253164556,347070.963740458,0.046994274809160304,8.843881856540085,-0.435,0.27,1.177,0.3375,70.8,1,0
충남,논산시,도소매업,164,1508,440439900,47,47,0.4146341463414634,292068.899204244,0.03116710875331565,9.195121951219512,0.474,-0.331,0.868,0.3371,70.8,0,0
전남,순천시,도소매업,367,2827,823763380,101,101,0.3896457765667575,291391.36186770425,0.03572691899540149,7.70299727520436,0.486,-0.158,0.68,0.3362,70.7,0,0
경남,통영시,도소매업,135,1198,346764860,47,49,0.362962962962963,289453.1385642738,0.04006677796327212,8.874074074074073,0.521,0.007,0.479,0.3359,70.7,0,0
부산,연제구,부동산업,110,1865,543154300,60,45,0.42727272727272725,291235.54959785525,0.028150134048257374,16.954545454545453,0.489,-0.446,0.963,0.3356,70.6,0,0
전남,장성군,기타,132,1323,350939480,46,43,0.3333333333333333,265260.37792894937,0.03363567649281935,10.022727272727273,0.981,-0.237,0.256,0.3334,70.6,0,0
대전,유성구,건설업,730,9198,3553788340,933,407,0.39863013698630134,386365.3337682105,0.07284192215699065,12.6,-1.0,1.252,0.748,0.3332,70.5,0,0
울산,북구,부동산업,78,809,260654420,42,19,0.44871794871794873,322193.34981458593,0.0377008652657602,10.371794871794872,-0.043,-0.083,1.125,0.333,70.5,0,0
서울,도봉구,부동산업,102,1635,412257000,82,43,0.27450980392156865,252144.95412844035,0.0382262996941896,16.029411764705884,1.248,-0.063,-0.187,0.3329,70.4,0,0
강원,홍천군,도소매업,82,760,243039960,50,27,0.3780487804878049,319789.4210526316,0.0506578947368421,9.268292682926829,-0.004,0.409,0.593,0.3328,70.4,0,0
강원,속초시,도소매업,84,912,284618660,27,28,0.4642857142857143,312081.8640350877,0.030153508771929825,10.857142857142858,0.125,-0.369,1.242,0.3325,70.3,0,0
경기,남양주시,전문과학기술,598,5309,1627627540,206,167,0.42642140468227424,306578.93011866644,0.035129026181955174,8.877926421404682,0.218,-0.18,0.957,0.3317,70.2,0,0
충남,홍성군,도소매업,122,1245,362802460,38,28,0.4344262295081967,291407.5983935743,0.02650602409638554,10.204918032786885,0.486,-0.508,1.017,0.3317,70.2,0,0
충남,논산시,전문과학기술,62,651,168391700,30,16,0.3064516129032258,258666.2058371736,0.03533026113671275,10.5,1.114,-0.173,0.054,0.3315,70.1,0,0
경기,용인시,교육서비스업,136,1526,388829480,59,41,0.3088235294117647,254803.06684141548,0.0327653997378768,11.220588235294118,1.193,-0.27,0.071,0.3315,70.1,0,0
충남,논산시,부동산업,44,1281,353565780,12,26,0.45454545454545453,276007.6346604215,0.01483216237314598,29.113636363636363,0.772,-0.951,1.169,0.3298,70.0,0,0
충북,보은군,기타,82,723,171109240,16,14,0.3170731707317073,236665.6154910097,0.02074688796680498,8.817073170731707,1.582,-0.727,0.134,0.3297,70.0,0,0
서울,강서구,전문과학기술,928,28402,8672139080,1431,1477,0.3415948275862069,305335.5073586367,0.051193577917048094,30.60560344827586,0.24,0.43,0.318,0.3293,69.9,0,0
대구,북구,도소매업,756,7100,2061206580,208,240,0.40476190476190477,290310.785915493,0.031549295774647886,9.39153439153439,0.506,-0.316,0.794,0.3277,69.9,0,0
광주,광산구,운수창고업,146,1975,571687320,77,84,0.3561643835616438,289461.9341772152,0.04075949367088608,13.527397260273972,0.521,0.033,0.428,0.3275,69.8,0,0
경기,포천시,전문과학기술,117,1698,496541860,58,129,0.2905982905982906,292427.4793875147,0.05506478209658422,14.512820512820513,0.467,0.577,-0.066,0.3262,69.8,0,0
울산,남구,정보통신업,65,730,220909320,27,42,0.35384615384615387,302615.5068493151,0.04726027397260274,11.23076923076923,0.287,0.28,0.41,0.326,69.7,0,0
충남,금산군,도소매업,106,920,270337940,43,31,0.36792452830188677,293845.5869565217,0.04021739130434782,8.679245283018869,0.442,0.013,0.516,0.3238,69.7,0,0
충남,아산시,도소매업,394,4653,1488773220,186,175,0.434010152284264,319959.8581560284,0.03879217709004943,11.809644670050762,-0.007,-0.041,1.014,0.3221,69.6,0,0
전북,무주군,기타,64,683,154364400,10,10,0.3125,226009.37042459738,0.014641288433382138,10.671875,1.825,-0.959,0.099,0.3218,69.6,0,0
경기,가평군,제조업,64,776,237175760,36,18,0.421875,305638.86597938143,0.03479381443298969,12.125,0.235,-0.193,0.923,0.3214,69.5,0,0
대전,서구,건설업,546,7540,2945881140,627,280,0.4652014652014652,390700.4164456233,0.060145888594164455,13.80952380952381,-1.059,0.77,1.249,0.3199,69.5,2,0
강원,철원군,기타,90,890,229879300,44,27,0.2777777777777778,258291.34831460673,0.039887640449438204,9.88888888888889,1.122,0.0,-0.162,0.3198,69.4,0,0
경기,시흥시,협회수리개인,87,913,253884440,40,23,0.3563218390804598,278077.152245345,0.03450164293537788,10.494252873563218,0.733,-0.204,0.429,0.3192,69.4,0,0
충남,당진시,전문과학기술,131,2367,878668200,275,90,0.3435114503816794,371215.96958174906,0.07710181664554289,18.068702290076335,-0.79,1.414,0.333,0.319,69.3,0,0
부산,동구,도소매업,215,2341,773460040,104,77,0.4558139534883721,330397.2832123024,0.03865869286629645,10.888372093023255,-0.176,-0.046,1.178,0.3187,69.2,0,0
경기,안산시,전문과학기술,653,7123,2106256260,329,286,0.3552833078101072,295697.9166081707,0.04317001263512565,10.90811638591118,0.409,0.125,0.421,0.3184,69.2,0,0
부산,사하구,부동산업,82,1342,374544360,63,45,0.32926829268292684,279094.15797317435,0.040238450074515646,16.365853658536587,0.713,0.014,0.225,0.3175,69.1,0,0
경기,평택시,전문과학기술,649,12432,3776279680,809,676,0.2896764252696456,303754.80051480053,0.059724903474903474,19.15562403697997,0.267,0.754,-0.073,0.3161,69.1,0,0
부산,북구,제조업,51,756,215986040,38,38,0.29411764705882354,285695.8201058201,0.05026455026455026,14.823529411764707,0.59,0.395,-0.039,0.3151,69.0,0,0
서울,금천구,건설업,489,5450,1953267260,347,193,0.4560327198364008,358397.6623853211,0.04954128440366973,11.14519427402863,-0.604,0.367,1.18,0.3142,69.0,5,3
경기,광명시,건설업,448,5760,2375056180,723,240,0.38169642857142855,412336.1423611111,0.08359375,12.857142857142858,-1.343,1.661,0.62,0.3126,68.9,1,1
인천,동구,기타,120,1955,498833860,71,65,0.2916666666666667,255157.98465473147,0.034782608695652174,16.291666666666668,1.186,-0.194,-0.058,0.3115,68.9,0,0
제주,서귀포시,전문과학기술,90,1290,377152200,37,46,0.4,292366.0465116279,0.03217054263565892,14.333333333333334,0.469,-0.293,0.758,0.3113,68.8,0,0
충북,청주시,부동산업,379,7748,2168734460,202,337,0.3562005277044855,279908.9390810532,0.03478316985028394,20.443271767810025,0.698,-0.194,0.428,0.3109,68.8,0,0
경기,의왕시,부동산업,26,636,188039760,26,11,0.4230769230769231,295660.0,0.02908805031446541,24.46153846153846,0.41,-0.41,0.932,0.3105,68.7,0,0
경북,경산시,도소매업,307,3446,924986500,101,113,0.34527687296416937,268423.24434126524,0.031050493325594893,11.224755700325733,0.919,-0.335,0.346,0.3098,68.7,0,0
인천,동구,도소매업,172,1105,345484200,35,38,0.4418604651162791,312655.3846153846,0.0330316742081448,6.424418604651163,0.115,-0.26,1.073,0.3094,68.6,0,0
경남,창원시,협회수리개인,157,2276,662198040,138,107,0.28662420382165604,290948.17223198595,0.05382249560632689,14.496815286624203,0.494,0.53,-0.096,0.3094,68.6,1,0
경기,고양시,전문과학기술,1102,12326,3790617660,390,463,0.4219600725952813,307530.233652442,0.03460165503813078,11.185117967332124,0.202,-0.2,0.923,0.3084,68.5,0,0
대전,중구,전문과학기술,112,2819,748274380,101,81,0.33035714285714285,265439.65235899255,0.03228095069173466,25.169642857142858,0.978,-0.289,0.234,0.3075,68.4,0,0
인천,계양구,도소매업,327,2730,814142560,93,82,0.41284403669724773,298220.71794871794,0.03205128205128205,8.34862385321101,0.364,-0.297,0.855,0.3072,68.4,0,0
전북,군산시,부동산업,117,2129,540314460,49,37,0.358974358974359,253787.9098168154,0.020197275716298733,18.196581196581196,1.214,-0.748,0.449,0.3052,68.3,0,0
경기,하남시,협회수리개인,97,918,268998540,37,36,0.36082474226804123,293026.7320261438,0.039760348583877995,9.463917525773196,0.457,-0.005,0.463,0.3051,68.3,0,0
경기,남양주시,도소매업,1771,15332,4588994520,462,513,0.4155844155844156,299308.2781111401,0.0317962431515784,8.65725578769057,0.345,-0.307,0.875,0.3044,68.2,1,1
광주,동구,건설업,140,1649,696495380,127,80,0.5,422374.39660400245,0.0627653123104912,11.778571428571428,-1.47,0.869,1.511,0.3036,68.2,1,0
경남,산청군,기타,105,1310,315075220,52,29,0.26666666666666666,240515.4351145038,0.030916030534351144,12.476190476190476,1.497,-0.34,-0.246,0.3036,68.2,0,0
전남,목포시,기타,357,5282,1265113380,153,150,0.27450980392156865,239514.0817872018,0.028682317304051495,14.795518207282914,1.519,-0.425,-0.187,0.3023,68.1,0,0
전북,고창군,부동산업,27,537,160919300,16,4,0.48148148148148145,299663.5009310987,0.0186219739292365,19.88888888888889,0.339,-0.807,1.372,0.301,68.0,0,0
충남,예산군,전문과학기술,55,598,163589760,27,21,0.3090909090909091,273561.47157190635,0.04013377926421405,10.872727272727273,0.819,0.01,0.073,0.3007,68.0,0,0
광주,동구,도소매업,194,1598,460268180,46,49,0.39690721649484534,288027.64705882355,0.02972465581977472,8.237113402061855,0.547,-0.386,0.735,0.2988,67.9,0,0
경기,고양시,도소매업,2463,19933,6264904000,632,758,0.43199350385708485,314298.0986304119,0.03486680379270556,8.092976045473,0.087,-0.19,0.999,0.2987,67.9,3,0
경북,예천군,기타,118,1307,322591260,47,31,0.288135593220339,246818.10252486612,0.029839326702371844,11.076271186440678,1.361,-0.381,-0.084,0.2984,67.8,0,0
부산,연제구,기타,244,4545,1056293360,202,136,0.20901639344262296,232407.7799779978,0.037183718371837184,18.62704918032787,1.678,-0.102,-0.68,0.2984,67.8,0,0
경기,광명시,부동산업,100,1410,359488840,54,25,0.32,254956.62411347518,0.02801418439716312,14.1,1.19,-0.451,0.156,0.2983,67.7,0,0
대구,중구,도소매업,221,2313,619912860,73,50,0.36199095022624433,268012.47730220493,0.026588845654993514,10.46606334841629,0.927,-0.505,0.472,0.2979,67.6,0,0
서울,중랑구,전문과학기술,148,1353,371599560,46,48,0.33783783783783783,274648.60310421285,0.03473762010347376,9.141891891891891,0.798,-0.195,0.29,0.2975,67.6,0,0
서울,종로구,교육서비스업,56,1421,381759980,36,43,0.35714285714285715,268655.8620689655,0.027797325826882477,25.375,0.914,-0.459,0.435,0.2969,67.5,0,0
경북,구미시,정보통신업,50,561,180110420,18,18,0.46,321052.4420677362,0.03208556149732621,11.22,-0.025,-0.296,1.21,0.2964,67.5,0,0
전북,부안군,기타,92,877,206724140,19,20,0.29347826086956524,235717.37742303306,0.022234891676168756,9.532608695652174,1.603,-0.67,-0.044,0.2963,67.4,0,0
경북,김천시,부동산업,48,1254,406555080,25,70,0.4375,324206.6028708134,0.03787878787878788,26.125,-0.076,-0.076,1.04,0.2961,67.4,0,0
전북,김제시,부동산업,49,806,244057420,11,44,0.40816326530612246,302800.76923076925,0.034119106699751864,16.448979591836736,0.284,-0.219,0.82,0.2948,67.3,0,0
부산,해운대구,전문과학기술,544,7727,2255428340,404,315,0.31985294117647056,291889.26362106897,0.04652517147664035,14.204044117647058,0.477,0.252,0.154,0.2947,67.3,2,2
인천,연수구,정보통신업,215,2230,723820960,82,112,0.40930232558139534,324583.39013452915,0.04349775784753363,10.372093023255815,-0.082,0.137,0.828,0.2944,67.2,1,0
경기,파주시,도소매업,1131,10734,3271922640,416,412,0.38992042440318303,304818.58021240914,0.03856903297931805,9.490716180371352,0.249,-0.05,0.682,0.2937,67.1,0,0
부산,기장군,협회수리개인,35,521,135239820,42,26,0.14285714285714285,259577.3896353167,0.06525911708253358,14.885714285714286,1.095,0.964,-1.179,0.2937,67.1,0,0
경북,영덕군,기타,73,726,175850480,25,18,0.273972602739726,242218.29201101928,0.029614325068870524,9.945205479452055,1.46,-0.39,-0.191,0.293,67.1,0,0
경기,김포시,부동산업,225,2484,784303100,89,55,0.4622222222222222,315741.9887278583,0.028985507246376812,11.04,0.063,-0.414,1.227,0.292,67.0,0,0
서울,용산구,부동산업,165,4359,1377732180,161,106,0.45454545454545453,316066.1114934618,0.030626290433585685,26.418181818181818,0.058,-0.351,1.169,0.2917,67.0,0,0
광주,서구,부동산업,132,2424,697725740,40,67,0.4318181818181818,287840.65181518154,0.02207095709570957,18.363636363636363,0.551,-0.676,0.998,0.2907,66.9,0,0
전북,완주군,부동산업,47,1040,263662400,22,16,0.3617021276595745,253521.53846153847,0.01826923076923077,22.127659574468087,1.22,-0.821,0.47,0.2895,66.8,0,0
대구,남구,기타,175,2880,628201700,84,66,0.21714285714285714,218125.59027777778,0.026041666666666668,16.457142857142856,2.012,-0.526,-0.619,0.2891,66.8,0,0
대전,유성구,수도하수폐기물,11,641,240198200,15,8,0.6363636363636364,374724.1809672387,0.01794071762870515,58.27272727272727,-0.839,-0.833,2.538,0.2885,66.7,0,0
서울,구로구,협회수리개인,129,1926,570173520,72,67,0.3798449612403101,296040.2492211838,0.03608515057113188,14.930232558139535,0.403,-0.144,0.606,0.2883,66.7,0,0
서울,영등포구,건설업,623,8583,3278596840,895,340,0.37720706260032105,381987.2818361878,0.07194454153559361,13.776886035313002,-0.94,1.218,0.586,0.2881,66.6,5,3
서울,양천구,기타,401,7179,1741660360,207,313,0.23940149625935161,242604.86975901935,0.036216743279008215,17.90274314214464,1.452,-0.139,-0.451,0.287,66.6,0,0
인천,연수구,협회수리개인,103,1188,359070940,61,41,0.3592233009708738,302248.265993266,0.04292929292929293,11.533980582524272,0.293,0.116,0.451,0.2868,66.5,0,0
경북,영천시,도소매업,137,1005,303764460,33,33,0.40875912408759124,302253.19402985077,0.03283582089552239,7.335766423357664,0.293,-0.268,0.824,0.2833,66.5,0,0
부산,부산진구,협회수리개인,76,1858,522295400,83,99,0.27631578947368424,281106.24327233585,0.04897739504843918,24.44736842105263,0.676,0.346,-0.173,0.2826,66.4,0,0
세종,세종시,도소매업,304,3200,1050372360,120,93,0.46381578947368424,328241.3625,0.03328125,10.526315789473685,-0.141,-0.251,1.239,0.2822,66.4,0,0
경기,파주시,전문과학기술,368,3837,1127902100,188,125,0.34782608695652173,293954.1568934063,0.04078707323429763,10.42663043478261,0.44,0.034,0.365,0.2799,66.3,0,0
서울,노원구,제조업,100,1053,319477360,51,18,0.41,303397.3029439696,0.03276353276353276,10.53,0.273,-0.27,0.833,0.2788,66.3,0,0
경북,문경시,기타,130,1366,332745660,45,25,0.2923076923076923,243591.25915080527,0.02562225475841874,10.507692307692308,1.43,-0.542,-0.053,0.2786,66.2,0,0
인천,강화군,도소매업,58,518,149293000,29,25,0.27586206896551724,288210.42471042473,0.052123552123552123,8.931034482758621,0.544,0.465,-0.177,0.2774,66.2,0,0
인천,미추홀구,부동산업,120,2786,718381320,99,60,0.31666666666666665,257854.0272792534,0.028535534816941852,23.216666666666665,1.13,-0.431,0.13,0.2767,66.1,0,0
대전,유성구,부동산업,190,4155,1172790500,106,72,0.41578947368421054,282260.0481347774,0.021419975932611312,21.86842105263158,0.654,-0.701,0.877,0.2766,66.0,0,0
경북,경주시,부동산업,63,1334,414676180,22,64,0.42857142857142855,310851.7091454273,0.03223388305847077,21.174603174603174,0.146,-0.29,0.973,0.2761,66.0,0,0
인천,서구,도소매업,1355,12642,3972669900,598,470,0.3845018450184502,314243.7826293308,0.04224015187470337,9.329889298892988,0.088,0.09,0.641,0.2731,65.9,0,0
세종,세종시,운수창고업,46,707,212860420,19,18,0.43478260869565216,301075.558698727,0.02616690240452617,15.369565217391305,0.314,-0.521,1.02,0.271,65.9,0,0
광주,동구,기타,193,2727,667111920,92,78,0.26424870466321243,244632.16721672166,0.03116978364503117,14.129533678756477,1.408,-0.331,-0.264,0.2709,65.8,0,0
서울,용산구,협회수리개인,143,3485,1094610640,143,188,0.35664335664335667,314092.0057388809,0.04748923959827834,24.37062937062937,0.091,0.289,0.432,0.2705,65.8,0,0
대전,서구,제조업,191,2266,692203120,90,75,0.39267015706806285,305473.57458075904,0.03640776699029126,11.863874345549739,0.238,-0.132,0.703,0.2695,65.7,0,0
강원,정선군,기타,80,836,217078860,16,13,0.375,259663.7081339713,0.017344497607655503,10.45,1.094,-0.856,0.57,0.2691,65.7,0,0
광주,남구,도소매업,207,1661,482966040,55,63,0.36231884057971014,290768.2360024082,0.03552077062010837,8.02415458937198,0.497,-0.166,0.474,0.2687,65.6,0,0
서울,마포구,전문과학기술,1406,31741,9460291920,1638,1284,0.32574679943101,298046.43584008067,0.04602879556409691,22.57539118065434,0.367,0.234,0.199,0.2666,65.6,0,0
부산,부산진구,전문과학기술,371,5967,1724686780,215,269,0.33153638814016173,289037.50293279707,0.04055639349756997,16.08355795148248,0.529,0.026,0.242,0.2657,65.5,0,0
부산,중구,부동산업,49,788,235153340,41,25,0.3469387755102041,298417.9441624365,0.04187817258883249,16.081632653061224,0.361,0.076,0.358,0.265,65.5,0,0
광주,서구,전문과학기술,372,6353,1867589180,248,215,0.3629032258064516,293969.64898473164,0.03643947741224618,17.077956989247312,0.44,-0.131,0.479,0.2626,65.4,1,1
경기,군포시,부동산업,61,803,245722180,42,26,0.36065573770491804,306005.20547945204,0.04234122042341221,13.163934426229508,0.228,0.094,0.462,0.2612,65.3,0,0
부산,수영구,도소매업,157,1569,475196440,52,51,0.4012738853503185,302865.7998725303,0.032823454429572976,9.993630573248408,0.283,-0.268,0.768,0.2608,65.3,0,0
인천,남동구,정보통신업,67,656,218121620,16,28,0.4626865671641791,332502.4695121951,0.03353658536585366,9.791044776119403,-0.209,-0.241,1.23,0.26,65.2,0,0
전남,장성군,전문과학기술,48,727,203248220,44,25,0.2708333333333333,279571.1416781293,0.04745529573590096,15.145833333333334,0.704,0.288,-0.215,0.2592,65.2,0,0
대전,대덕구,도소매업,462,3972,1178277700,116,125,0.39826839826839827,296645.9466263847,0.030337361530715003,8.597402597402597,0.392,-0.362,0.745,0.2582,65.1,0,0
서울,서대문구,전문과학기술,238,8556,2656503680,354,270,0.39915966386554624,310484.3010752688,0.0364656381486676,35.94957983193277,0.152,-0.13,0.752,0.2579,65.1,0,0
전남,장성군,도소매업,129,1078,338105900,24,46,0.4263565891472868,313641.8367346939,0.032467532467532464,8.356589147286822,0.098,-0.282,0.957,0.2578,65.0,0,0
전북,남원시,기타,189,2274,552955940,61,72,0.26455026455026454,243164.44151275285,0.02924362357080035,12.031746031746032,1.44,-0.404,-0.262,0.2578,65.0,0,0
충북,단양군,기타,74,743,191672960,25,17,0.3108108108108108,257971.68236877525,0.02826379542395693,10.04054054054054,1.128,-0.441,0.086,0.2577,64.9,0,0
부산,동구,기타,214,3187,844532480,120,134,0.27102803738317754,264992.9337935362,0.03984938813931597,14.892523364485982,0.987,-0.001,-0.213,0.2574,64.9,0,0
대전,유성구,도소매업,639,6721,2144882860,234,215,0.433489827856025,319131.50721618807,0.033402767445320634,10.517996870109545,0.007,-0.246,1.01,0.2571,64.8,0,0
경북,울진군,기타,94,994,238351480,38,24,0.24468085106382978,239790.2213279678,0.03118712273641851,10.574468085106384,1.513,-0.33,-0.412,0.2571,64.8,0,0
광주,북구,협회수리개인,86,1102,256106020,27,32,0.2441860465116279,232401.10707803993,0.02676950998185118,12.813953488372093,1.678,-0.498,-0.415,0.2549,64.7,0,0
서울,관악구,협회수리개인,85,1100,292454600,39,34,0.3058823529411765,265867.8181818182,0.03318181818181818,12.941176470588236,0.969,-0.254,0.049,0.2547,64.7,0,0
경기,안양시,건설업,712,7959,3126131240,840,393,0.3553370786516854,392779.39942203794,0.07745947983415002,11.178370786516854,-1.087,1.428,0.422,0.2541,64.6,4,1
충남,당진시,농림어업,25,699,178979980,16,8,0.36,256051.47353361946,0.017167381974248927,27.96,1.167,-0.863,0.457,0.2538,64.5,0,0
인천,남동구,건설업,514,5161,1920339040,285,271,0.4357976653696498,372086.61887231155,0.053865529936058906,10.040856031128405,-0.802,0.531,1.028,0.2523,64.5,6,1
서울,광진구,도소매업,553,7134,2178578080,251,228,0.3996383363471971,305379.6019063639,0.03357162881973647,12.900542495479204,0.239,-0.24,0.755,0.2516,64.4,0,0
충남,예산군,도소매업,84,996,307788620,32,22,0.44047619047619047,309024.718875502,0.02710843373493976,11.857142857142858,0.177,-0.485,1.063,0.2515,64.4,0,0
