스냅샷,시도,시군구,업종대분류,가입자수,위험점수,위험백분위,이직률,인당보험료
2026-05,경기,양주시,운수창고업,1144,0.4315,76.1,0.036276223776223776,320394.87762237765
2026-05,경기,양주시,전문과학기술,1197,0.4697,78.2,0.03968253968253968,285478.6800334169
2026-05,경기,양주시,제조업,12794,-0.2163,34.1,0.02712208847897452,321435.469751446
2026-05,경기,양주시,협회수리개인,723,0.2066,60.9,0.0338865836791148,280240.47026279394
2026-05,경기,양평군,건설업,1430,1.1231,95.5,0.09895104895104895,343840.5034965035
2026-05,경기,양평군,금융보험업,614,-1.4502,2.5,0.008957654723127036,428773.61563517916
2026-05,경기,양평군,기타,2977,-0.0365,44.3,0.02804837084313067,271083.6278132348
2026-05,경기,양평군,도소매업,1133,0.2259,62.5,0.03618711385701677,298539.3115622242
2026-05,경기,양평군,보건사회복지,728,-0.5574,21.2,0.03365384615384615,273569.2582417582
2026-05,경기,양평군,부동산업,693,-0.2374,33.0,0.007936507936507936,328227.5324675325
2026-05,경기,양평군,숙박음식점업,880,0.7141,85.8,0.08295454545454546,292881.2272727273
2026-05,경기,양평군,제조업,717,0.4955,79.2,0.04811715481171548,284957.32217573223
2026-05,경기,여주시,건설업,2277,0.8232,89.3,0.08519982433025912,344292.3407992973
2026-05,경기,여주시,기타,3100,-0.0877,41.4,0.026129032258064518,273631.5935483871
2026-05,경기,여주시,도소매업,1681,0.2271,62.6,0.034800713860797146,309099.51219512196
2026-05,경기,여주시,보건사회복지,675,-0.7564,15.0,0.03259259259259259,304062.6666666667
2026-05,경기,여주시,부동산업,927,-0.3484,28.8,0.020496224379719527,301094.8651564185
2026-05,경기,여주시,운수창고업,984,0.1645,58.1,0.022357723577235773,308488.61788617884
2026-05,경기,여주시,전문과학기술,1824,0.5064,79.8,0.04084429824561404,279417.11622807017
2026-05,경기,여주시,제조업,4048,-0.4796,24.2,0.023221343873517788,351903.1571146245
2026-05,경기,여주시,협회수리개인,862,-0.558,21.1,0.029582366589327145,375796.6357308585
2026-05,경기,연천군,건설업,718,1.4814,98.5,0.11629526462395544,328382.4233983287
2026-05,경기,연천군,기타,829,0.09,52.4,0.025331724969843185,258323.425814234
2026-05,경기,연천군,제조업,1048,-0.3625,28.3,0.022900763358778626,332073.1297709924
2026-05,경기,오산시,건설업,3309,0.8856,91.2,0.10970081595648232,356347.2227258991
2026-05,경기,오산시,기타,4101,-0.1083,39.6,0.02377468910021946,251269.20263350403
2026-05,경기,오산시,도소매업,2599,-0.0068,46.3,0.029434397845325123,332703.46287033474
2026-05,경기,오산시,보건사회복지,2547,-0.6122,19.4,0.040832351786415394,309105.07263447193
2026-05,경기,오산시,부동산업,881,0.3663,72.5,0.024404086265607264,306231.91827468784
2026-05,경기,오산시,운수창고업,909,-0.1066,39.8,0.027502750275027504,300321.91419141914
2026-05,경기,오산시,전문과학기술,3658,0.4036,74.9,0.05563149261891744,279002.85401858937
2026-05,경기,오산시,제조업,13504,-0.4475,25.4,0.03535989336492891,367451.43957345973
2026-05,경기,용인시,건설업,30580,0.7943,88.3,0.1236592544146501,410104.73119686067
2026-05,경기,용인시,교육서비스업,1526,0.3315,70.1,0.0327653997378768,254803.06684141548
2026-05,경기,용인시,금융보험업,1080,-1.4576,2.3,0.008333333333333333,497478.55555555556
2026-05,경기,용인시,기타,24063,-0.1158,39.1,0.03125129867431326,274047.97573037446
2026-05,경기,용인시,도소매업,27326,0.2028,60.7,0.03869940715801801,334144.82251335727
2026-05,경기,용인시,보건사회복지,9159,-0.7093,16.4,0.04498307675510427,325522.59853695816
2026-05,경기,용인시,부동산업,5837,0.62,83.4,0.026469076580435156,282881.3808463252
2026-05,경기,용인시,수도하수폐기물,694,-1.1479,5.3,0.01729106628242075,404653.34293948126
2026-05,경기,용인시,숙박음식점업,8974,-0.0262,45.0,0.042790283039893025,327563.1914419434
2026-05,경기,용인시,운수창고업,7329,0.7682,87.3,0.08186655751125665,287454.1983899577
2026-05,경기,용인시,전문과학기술,22397,0.1046,53.4,0.035964638121176944,331022.24583649595
2026-05,경기,용인시,정보통신업,5663,-0.0955,40.5,0.028165283418682678,339943.1432103125
2026-05,경기,용인시,제조업,81639,-1.0742,6.5,0.01943311407538064,480325.2957532552
2026-05,경기,용인시,협회수리개인,7958,0.231,63.0,0.06031666247800955,328319.7914048756
2026-05,경기,의왕시,건설업,2207,0.682,84.8,0.0980969642048029,369539.5922066153
2026-05,경기,의왕시,기타,3550,-0.2723,31.8,0.019014084507042252,288134.1014084507
2026-05,경기,의왕시,도소매업,2870,0.0862,52.2,0.02386759581881533,336381.5679442509
2026-05,경기,의왕시,보건사회복지,826,-0.8488,11.3,0.04418886198547216,348426.02905569004
2026-05,경기,의왕시,부동산업,636,0.3105,68.7,0.02908805031446541,295660.0
2026-05,경기,의왕시,운수창고업,1189,0.4549,77.2,0.06349873843566022,333500.90832632466
2026-05,경기,의왕시,전문과학기술,2931,-0.0957,40.4,0.0465711361310133,364097.9733879222
2026-05,경기,의왕시,정보통신업,945,-0.2078,34.3,0.020634920634920634,345595.4074074074
2026-05,경기,의왕시,제조업,5535,-0.5551,21.3,0.02113821138211382,375335.93857271905
2026-05,경기,의정부시,건설업,2864,0.8471,89.9,0.09636871508379888,362224.4902234637
2026-05,경기,의정부시,금융보험업,699,-1.1014,6.0,0.005007153075822604,507394.9642346209
2026-05,경기,의정부시,기타,8594,-0.0775,42.0,0.02973004421689551,247879.2087502909
2026-05,경기,의정부시,도소매업,4176,0.4659,77.9,0.03975095785440613,284605.617816092
2026-05,경기,의정부시,보건사회복지,5400,-0.7103,16.4,0.04138888888888889,315574.44074074074
2026-05,경기,의정부시,부동산업,1427,0.019,48.1,0.028731604765241767,296656.95865452
2026-05,경기,의정부시,숙박음식점업,834,0.8364,89.6,0.09412470023980815,257848.12949640286
2026-05,경기,의정부시,운수창고업,990,-0.1767,35.7,0.030303030303030304,321761.3939393939
2026-05,경기,의정부시,전문과학기술,3491,0.1367,56.2,0.038384417072472074,326654.7235749069
2026-05,경기,의정부시,제조업,2738,0.2135,61.3,0.036523009495982466,318043.9590942294
2026-05,경기,의정부시,협회수리개인,740,0.4323,76.1,0.032432432432432434,282366.7837837838
2026-05,경기,이천시,건설업,8179,0.7428,86.8,0.10850959775033622,395463.2693483311
2026-05,경기,이천시,금융보험업,714,-1.9005,0.2,0.0070028011204481795,484985.8543417367
2026-05,경기,이천시,기타,5288,-0.3328,29.5,0.02552950075642965,290663.1845688351
2026-05,경기,이천시,농림어업,893,-0.2797,31.4,0.02967525195968645,362492.02687569987
2026-05,경기,이천시,도소매업,5696,-0.1191,39.0,0.03449789325842697,339037.53160112357
2026-05,경기,이천시,보건사회복지,1961,-0.8358,11.6,0.036970933197348295,335509.1279959204
2026-05,경기,이천시,부동산업,1701,0.4137,75.5,0.04027042915931805,286403.68018812465
2026-05,경기,이천시,숙박음식점업,689,0.5233,80.9,0.04716981132075472,237129.14368650218
2026-05,경기,이천시,운수창고업,2878,-0.0709,42.3,0.04082696316886727,324389.7845726199
2026-05,경기,이천시,전문과학기술,3358,0.0202,48.2,0.04005360333531864,331319.36271590233
2026-05,경기,이천시,제조업,49603,-1.4128,2.9,0.010513477007439067,523180.77092111367
2026-05,경기,이천시,협회수리개인,1288,-0.3842,27.6,0.033385093167701864,308245.2950310559
2026-05,경기,파주시,건설업,6044,1.2068,96.4,0.12061548643282595,344234.3977498345
2026-05,경기,파주시,금융보험업,825,-1.5303,1.7,0.00909090909090909,484600.7515151515
2026-05,경기,파주시,기타,10235,-0.0852,41.5,0.03277967757694187,257286.215925745
2026-05,경기,파주시,도소매업,10734,0.2937,67.1,0.03856903297931805,304818.58021240914
2026-05,경기,파주시,보건사회복지,4764,-0.7855,13.6,0.03442485306465155,313247.26280436607
2026-05,경기,파주시,부동산업,2777,0.3683,72.6,0.03655023406553835,309675.75801224343
2026-05,경기,파주시,숙박음식점업,1202,0.7417,86.8,0.08777038269550749,275724.99168053246
2026-05,경기,파주시,운수창고업,2000,0.4103,75.3,0.0395,265696.34
2026-05,경기,파주시,전문과학기술,3837,0.2799,66.3,0.04078707323429763,293954.1568934063
2026-05,경기,파주시,정보통신업,514,0.613,83.2,0.027237354085603113,301150.0389105058
2026-05,경기,파주시,제조업,35381,-0.3996,27.0,0.026002656793194086,336124.99420592975
2026-05,경기,파주시,협회수리개인,1967,0.427,75.9,0.037366548042704624,275077.7224199288
2026-05,경기,평택시,건설업,41903,0.8994,91.6,0.13645801016633655,413057.15151659783
2026-05,경기,평택시,금융보험업,1002,-1.4153,2.8,0.005988023952095809,468301.07784431137
2026-05,경기,평택시,기타,23771,-0.8582,10.8,0.016995498716923983,375085.05658154894
2026-05,경기,평택시,도소매업,10094,0.0385,49.4,0.0410144640380424,348286.57420249656
2026-05,경기,평택시,보건사회복지,6543,-0.7679,14.3,0.038285190279688214,326434.5346171481
2026-05,경기,평택시,부동산업,2376,0.4614,77.5,0.041035353535353536,310100.94276094274
2026-05,경기,평택시,수도하수폐기물,767,-0.7381,15.5,0.024771838331160364,462661.51238591917
2026-05,경기,평택시,숙박음식점업,1512,1.1677,96.0,0.09424603174603174,255349.417989418
2026-05,경기,평택시,운수창고업,5300,-0.1566,36.9,0.032358490566037734,345691.1169811321
2026-05,경기,평택시,전문과학기술,12432,0.3161,69.1,0.059724903474903474,303754.80051480053
2026-05,경기,평택시,정보통신업,1260,-0.6428,18.6,0.019444444444444445,427036.09523809527
2026-05,경기,평택시,제조업,65358,-0.6852,17.3,0.04023225924905903,409436.3836102696
2026-05,경기,평택시,협회수리개인,1891,0.5125,80.2,0.06213643574828133,280492.8080380751
2026-05,경기,포천시,건설업,2026,0.7961,88.4,0.07206317867719644,341209.1905231984
2026-05,경기,포천시,금융보험업,601,-1.511,1.9,0.010815307820299502,454775.80698835274
2026-05,경기,포천시,기타,4500,0.0954,52.9,0.030555555555555555,257772.29333333333
2026-05,경기,포천시,도소매업,5333,0.0737,51.4,0.03178323645227827,303703.27395462216
2026-05,경기,포천시,보건사회복지,877,-0.9903,8.1,0.027366020524515394,352056.054732041
2026-05,경기,포천시,부동산업,1032,0.403,74.8,0.03246124031007752,278078.81782945734
2026-05,경기,포천시,운수창고업,812,0.0089,47.7,0.02770935960591133,300583.9655172414
2026-05,경기,포천시,전문과학기술,1698,0.3262,69.8,0.05506478209658422,292427.4793875147
2026-05,경기,포천시,제조업,17738,-0.1795,35.6,0.031852520013530276,315540.02706054796
2026-05,경기,포천시,협회수리개인,949,-0.1028,40.0,0.04320337197049526,325512.89778714435
2026-05,경기,하남시,건설업,5573,0.1523,57.3,0.05706082899694958,371003.3662300377
2026-05,경기,하남시,기타,5987,-0.1157,39.2,0.022966427259061298,267797.0302321697
2026-05,경기,하남시,도소매업,12432,0.1848,59.3,0.029842342342342343,322609.7619047619
2026-05,경기,하남시,보건사회복지,2831,-0.6405,18.6,0.04115153655951961,311624.0974920523
2026-05,경기,하남시,부동산업,1308,0.5122,80.2,0.03746177370030581,282765.94801223243
2026-05,경기,하남시,숙박음식점업,1337,0.7358,86.5,0.07853403141361257,251100.47868362005
2026-05,경기,하남시,운수창고업,1338,0.1064,53.8,0.02765321375186846,328117.47384155454
2026-05,경기,하남시,전기가스,537,-0.7862,13.6,0.0148975791433892,556278.6592178771
2026-05,경기,하남시,전문과학기술,7161,-0.0326,44.6,0.03128054740957967,348244.27873202064
2026-05,경기,하남시,정보통신업,2067,0.1238,55.2,0.02902757619738752,319279.3323657475
2026-05,경기,하남시,제조업,5980,-0.0649,42.6,0.02734113712374582,318514.3110367893
2026-05,경기,하남시,협회수리개인,918,0.3051,68.3,0.039760348583877995,293026.7320261438
2026-05,경기,화성시,건설업,17693,0.8003,88.5,0.09577233934324308,354045.3241394902
2026-05,경기,화성시,교육서비스업,955,0.5921,82.9,0.029842931937172777,248801.06806282722
2026-05,경기,화성시,금융보험업,1981,-1.328,3.6,0.011862695608278647,482536.7390206966
2026-05,경기,화성시,기타,19754,-0.3339,29.5,0.025007593398805306,292169.2912827782
2026-05,경기,화성시,도소매업,30611,-0.1289,38.3,0.027212439972558886,369911.84606840677
2026-05,경기,화성시,보건사회복지,9046,-0.7735,14.0,0.04399734689365466,336754.77559142164
2026-05,경기,화성시,부동산업,5912,0.7013,85.5,0.032053450608930986,267261.5054127199
2026-05,경기,화성시,수도하수폐기물,1241,-0.4589,24.9,0.026994359387590653,379636.19661563257
2026-05,경기,화성시,숙박음식점업,2072,0.9602,92.7,0.09338803088803088,263074.8166023166
2026-05,경기,화성시,운수창고업,7510,0.9972,93.8,0.09600532623169108,298488.9640479361
2026-05,경기,화성시,전문과학기술,24074,-0.1872,35.2,0.0350585694109828,366469.8554457091
2026-05,경기,화성시,정보통신업,2892,0.045,49.7,0.036479944674965424,348874.83402489626
2026-05,경기,화성시,제조업,153403,-0.6785,17.6,0.022385481379112535,396099.7947888894
2026-05,경기,화성시,협회수리개인,3452,0.1555,57.5,0.0395422943221321,286789.28157589806
2026-05,경남,거제시,건설업,1684,0.9974,93.8,0.08105700712589074,309940.98574821855
2026-05,경남,거제시,금융보험업,751,-1.669,0.9,0.005992010652463382,422012.9161118509
2026-05,경남,거제시,기타,6957,-0.2669,32.0,0.02199223803363519,281139.11456087395
2026-05,경남,거제시,도소매업,1253,0.5466,81.6,0.05107741420590583,287467.0550678372
2026-05,경남,거제시,보건사회복지,2167,-0.5526,21.4,0.048223350253807105,303038.8463313336
2026-05,경남,거제시,부동산업,957,0.1946,59.9,0.04231974921630094,257797.3249738767
2026-05,경남,거제시,운수창고업,938,-0.2026,34.4,0.02185501066098081,287383.34754797444
2026-05,경남,거제시,전문과학기술,14735,-0.3402,29.2,0.040413980318968444,316040.54699694604
2026-05,경남,거제시,제조업,26959,-1.3719,3.2,0.013186690900997812,486189.64056530286
2026-05,경남,거창군,건설업,1046,1.3255,97.9,0.07791586998087954,263289.92351816443
2026-05,경남,거창군,기타,1827,0.2173,61.6,0.030925013683634373,253663.42638204707
2026-05,경남,거창군,보건사회복지,525,-0.5581,21.1,0.022857142857142857,313729.9809523809
2026-05,경남,거창군,제조업,906,-0.3719,28.1,0.0336644591611479,313653.8410596026
2026-05,경남,고성군,건설업,1677,0.7921,88.1,0.09242695289206918,358041.29994036973
2026-05,경남,고성군,기타,1079,0.1777,59.0,0.019462465245597776,240265.4309545876
2026-05,경남,고성군,전문과학기술,1096,-0.4641,24.7,0.031478102189781025,362776.67883211677
2026-05,경남,고성군,제조업,2425,-0.6559,18.0,0.030927835051546393,363169.23711340205
2026-05,경남,김해시,건설업,4290,0.9824,93.2,0.08717948717948718,329685.19347319345
2026-05,경남,김해시,금융보험업,758,-1.7136,0.6,0.006596306068601583,468724.8812664908
2026-05,경남,김해시,기타,26507,-0.4198,26.6,0.027124910401026145,312777.138868978
2026-05,경남,김해시,도소매업,9249,0.0676,51.0,0.03384149637798681,331013.7701373121
2026-05,경남,김해시,보건사회복지,5332,-0.6064,19.4,0.04247936984246062,299799.4186046512
2026-05,경남,김해시,부동산업,1548,0.4609,77.4,0.04102067183462532,264668.30749354005
2026-05,경남,김해시,숙박음식점업,987,0.7437,86.9,0.08105369807497467,257180.7294832827
2026-05,경남,김해시,운수창고업,1305,0.4112,75.4,0.03639846743295019,322820.7662835249
2026-05,경남,김해시,전문과학기술,4084,0.0608,50.4,0.03660626836434868,297972.4485798237
2026-05,경남,김해시,제조업,37267,-0.4588,25.0,0.025599055464620175,348558.53758016473
2026-05,경남,김해시,협회수리개인,1493,0.0147,47.9,0.02712659075686537,301697.84326858673
2026-05,경남,남해군,건설업,543,1.3622,98.1,0.08379373848987108,308563.38858195214
2026-05,경남,남해군,기타,1254,-0.0807,41.9,0.0215311004784689,271260.51036682614
2026-05,경남,밀양시,건설업,1372,1.2408,96.6,0.07470845481049562,279804.9854227405
2026-05,경남,밀양시,기타,4236,0.2283,62.7,0.04508970727101039,269209.66949952784
2026-05,경남,밀양시,도소매업,2239,-0.1576,36.8,0.023224653863331845,346677.7043322912
2026-05,경남,밀양시,보건사회복지,837,-0.7742,13.9,0.023297491039426525,307486.4516129032
2026-05,경남,밀양시,전문과학기술,1386,-0.5693,20.6,0.01911976911976912,335113.5497835498
2026-05,경남,밀양시,제조업,4525,-0.4669,24.6,0.03171270718232044,366260.1900552486
2026-05,경남,사천시,건설업,1304,1.2167,96.5,0.06710122699386503,265990.90490797546
2026-05,경남,사천시,기타,4208,-0.2657,32.1,0.024952471482889736,287768.502851711
2026-05,경남,사천시,도소매업,910,0.1101,54.1,0.026373626373626374,319752.6373626374
2026-05,경남,사천시,보건사회복지,1256,-0.5404,21.7,0.03980891719745223,299903.96496815287
2026-05,경남,사천시,부동산업,502,0.2237,62.2,0.03884462151394422,278437.80876494024
2026-05,경남,사천시,제조업,14450,-1.272,4.2,0.014498269896193771,453706.27543252596
2026-05,경남,산청군,건설업,1136,1.6876,99.1,0.09110915492957747,247549.89436619717
2026-05,경남,산청군,기타,1310,0.3036,68.2,0.030916030534351144,240515.4351145038
2026-05,경남,산청군,제조업,932,-0.3464,29.0,0.028433476394849784,318778.1974248927
2026-05,경남,양산시,건설업,2127,1.226,96.6,0.09167842031029619,318356.9628584861
2026-05,경남,양산시,기타,15150,-0.4845,24.1,0.029405940594059404,312630.0303630363
2026-05,경남,양산시,도소매업,5797,-0.3156,30.2,0.02630671036743143,403105.29584267724
2026-05,경남,양산시,보건사회복지,3808,-0.5928,20.1,0.03991596638655462,296080.76155462186
2026-05,경남,양산시,부동산업,1767,-0.1278,38.3,0.024335031126202604,318169.2586304471
2026-05,경남,양산시,숙박음식점업,576,0.8109,88.9,0.08072916666666667,275082.9861111111
2026-05,경남,양산시,운수창고업,1713,-0.3382,29.3,0.026561587857559837,331223.37419731467
2026-05,경남,양산시,전문과학기술,2609,0.1865,59.3,0.039095438865465695,280234.1433499425
2026-05,경남,양산시,제조업,23877,-0.8125,12.9,0.019830799514176822,385141.2782175315
2026-05,경남,양산시,협회수리개인,838,0.2314,63.1,0.03281622911694511,264223.3174224344
2026-05,경남,의령군,건설업,707,1.472,98.5,0.09405940594059406,289220.02828854317
2026-05,경남,의령군,기타,794,-0.0225,45.1,0.01700251889168766,260904.15617128465
2026-05,경남,의령군,제조업,1233,-0.3482,28.8,0.027169505271695052,382693.7388483374
2026-05,경남,진주시,건설업,12064,-0.1139,39.2,0.027768567639257294,411135.61671087536
2026-05,경남,진주시,금융보험업,2157,-1.5973,1.3,0.008113120074177098,468461.2702828002
2026-05,경남,진주시,기타,8727,-0.1292,38.2,0.027214392116420304,259092.08662770712
2026-05,경남,진주시,도소매업,2916,0.3724,72.9,0.03772290809327846,299035.2743484225
2026-05,경남,진주시,보건사회복지,4035,-0.7045,16.7,0.029368029739776952,298062.4535315985
2026-05,경남,진주시,부동산업,6540,0.4066,75.1,0.06230886850152905,289351.7981651376
2026-05,경남,진주시,숙박음식점업,607,0.9366,92.3,0.06342668863261944,240508.9291598023
2026-05,경남,진주시,운수창고업,1274,-0.1099,39.5,0.02315541601255887,297941.28728414443
2026-05,경남,진주시,전기가스,2754,-1.1642,5.1,0.0032679738562091504,549889.1430646332
2026-05,경남,진주시,전문과학기술,8330,-0.4639,24.7,0.02503001200480192,373279.1692677071
2026-05,경남,진주시,제조업,7020,-0.5516,21.5,0.02678062678062678,347393.45584045583
2026-05,경남,진주시,협회수리개인,672,-0.2231,33.7,0.028273809523809524,291082.9761904762
2026-05,경남,창녕군,건설업,852,0.9045,91.8,0.07511737089201878,314674.08450704225
2026-05,경남,창녕군,기타,1984,-0.065,42.5,0.030997983870967742,280346.5423387097
2026-05,경남,창녕군,도소매업,638,0.1079,53.9,0.0384012539184953,312134.57680250786
2026-05,경남,창녕군,제조업,4590,-0.8129,12.8,0.01895424836601307,401175.55991285405
2026-05,경남,창원시,건설업,9109,0.8863,91.2,0.08480623559117356,333030.6685695466
2026-05,경남,창원시,교육서비스업,523,0.5283,81.2,0.036328871892925434,233798.92925430211
2026-05,경남,창원시,금융보험업,1814,-1.0733,6.5,0.011300992282249173,439820.0882028666
2026-05,경남,창원시,기타,24390,-0.239,33.0,0.02843378433784338,293499.7835178352
2026-05,경남,창원시,도소매업,11061,-0.1048,39.9,0.02698671006238134,366921.2675164994
2026-05,경남,창원시,보건사회복지,15908,-0.8523,11.1,0.03234221775207443,320550.5795825999
2026-05,경남,창원시,부동산업,5523,0.3538,71.9,0.034673184863298935,271146.6666666667
2026-05,경남,창원시,수도하수폐기물,1041,-0.6049,19.6,0.03602305475504323,377891.14313160424
2026-05,경남,창원시,숙박음식점업,1746,0.7937,88.2,0.0638602520045819,247165.0286368843
2026-05,경남,창원시,운수창고업,6155,-0.4869,24.0,0.020471161657189277,350950.77173030056
2026-05,경남,창원시,전문과학기술,17015,-0.2208,34.0,0.029003820158683514,329158.22509550396
2026-05,경남,창원시,정보통신업,1859,-0.234,33.2,0.03362022592791824,327508.9940828402
2026-05,경남,창원시,제조업,82765,-1.1255,5.8,0.01901165951791216,442793.8316921404
2026-05,경남,창원시,협회수리개인,2276,0.3094,68.6,0.05382249560632689,290948.17223198595
2026-05,경남,통영시,건설업,681,1.1576,95.9,0.06093979441997063,278245.05139500735
2026-05,경남,통영시,금융보험업,608,-1.4253,2.7,0.018092105263157895,429064.50657894736
2026-05,경남,통영시,기타,2846,-0.0909,41.1,0.025474349964862964,241824.91215741393
2026-05,경남,통영시,농림어업,564,0.534,81.3,0.08156028368794327,254606.06382978722
2026-05,경남,통영시,도소매업,1198,0.3359,70.7,0.04006677796327212,289453.1385642738
2026-05,경남,통영시,보건사회복지,1076,-0.859,10.8,0.02509293680297398,305391.7286245353
2026-05,경남,통영시,전문과학기술,717,0.7207,86.1,0.06903765690376569,263478.1589958159
2026-05,경남,통영시,제조업,1833,-0.2694,31.8,0.04337152209492635,360329.0234588107
2026-05,경남,하동군,건설업,1007,2.5484,99.8,0.20208540218470705,302152.17477656406
2026-05,경남,하동군,기타,1462,0.1683,58.3,0.02667578659370725,258421.65526675788
2026-05,경남,함안군,건설업,928,1.2639,97.1,0.07920258620689655,309817.6939655172
2026-05,경남,함안군,기타,2639,-0.3219,29.7,0.028988253126184162,315098.18112921563
2026-05,경남,함안군,도소매업,982,0.5257,80.9,0.04531568228105906,307240.12219959265
2026-05,경남,함안군,제조업,12725,-0.6823,17.5,0.023889980353634578,377782.51316306484
2026-05,경남,함양군,건설업,787,1.4106,98.2,0.06734434561626429,262065.54002541295
2026-05,경남,함양군,기타,1005,0.353,71.8,0.021393034825870648,233697.01492537314
2026-05,경남,함양군,제조업,693,-0.2129,34.2,0.022366522366522368,327470.2164502164
2026-05,경남,합천군,건설업,1227,1.3359,97.9,0.0876120619396903,298544.18907905463
2026-05,경남,합천군,기타,1048,0.0376,49.1,0.02051526717557252,266793.1870229008
2026-05,경북,경산시,건설업,3163,0.3401,71.1,0.04679102118242175,328657.2810622826
2026-05,경북,경산시,금융보험업,580,-1.324,3.7,0.014655172413793103,441296.5862068966
2026-05,경북,경산시,기타,7964,-0.0952,40.6,0.027498744349573077,257393.34254143646
2026-05,경북,경산시,도소매업,3446,0.3098,68.7,0.031050493325594893,268423.24434126524
2026-05,경북,경산시,보건사회복지,2024,-0.7595,14.8,0.025938735177865612,290339.2193675889
2026-05,경북,경산시,부동산업,1963,0.486,78.9,0.024961793173713703,243163.18899643404
2026-05,경북,경산시,운수창고업,610,0.1762,58.9,0.029508196721311476,296546.0655737705
2026-05,경북,경산시,전문과학기술,4879,-0.3439,29.0,0.034228325476532075,340523.037507686
2026-05,경북,경산시,제조업,21524,-0.8433,11.4,0.019211113175989593,391021.8834789073
2026-05,경북,경산시,협회수리개인,551,0.17,58.4,0.03539019963702359,247918.9110707804
2026-05,경북,경주시,건설업,2968,0.9965,93.7,0.07311320754716981,299429.7776280323
2026-05,경북,경주시,금융보험업,945,-1.5957,1.4,0.01798941798941799,465314.4338624339
2026-05,경북,경주시,기타,7555,0.0063,47.3,0.02514890800794176,256354.93580410324
2026-05,경북,경주시,도소매업,1902,0.373,73.0,0.036540483701366984,315121.11461619346
2026-05,경북,경주시,보건사회복지,1611,-0.6312,19.1,0.03165735567970205,281241.29112352576
2026-05,경북,경주시,부동산업,1334,0.2761,66.0,0.03223388305847077,310851.7091454273
2026-05,경북,경주시,수도하수폐기물,685,-0.5724,20.4,0.01824817518248175,421997.2262773723
2026-05,경북,경주시,숙박음식점업,1325,0.4793,78.5,0.04867924528301887,280296.3320754717
2026-05,경북,경주시,운수창고업,531,0.2115,61.2,0.025423728813559324,250339.81167608287
2026-05,경북,경주시,전기가스,12538,-1.3249,3.6,0.005702663901738714,557509.9250279152
2026-05,경북,경주시,전문과학기술,3065,-0.0848,41.6,0.03148450244698205,314039.5106035889
2026-05,경북,경주시,제조업,24506,-0.9677,8.6,0.02117848690116706,412677.6960744308
2026-05,경북,경주시,협회수리개인,1007,0.0659,50.8,0.041708043694141016,285408.61966236343
2026-05,경북,고령군,건설업,622,0.9668,92.9,0.058681672025723476,288670.6430868167
2026-05,경북,고령군,기타,761,0.1293,55.5,0.026281208935611037,279206.67542706965
2026-05,경북,고령군,도소매업,593,0.2462,64.0,0.02951096121416526,287198.0775716695
2026-05,경북,고령군,제조업,3547,-0.4277,26.3,0.024104877361150266,340695.0888074429
2026-05,경북,구미시,건설업,4874,0.7372,86.5,0.08032416906032007,334377.61181780876
2026-05,경북,구미시,금융보험업,1075,-1.5287,1.8,0.013023255813953489,431333.8418604651
2026-05,경북,구미시,기타,9918,-0.0942,40.9,0.025610002016535592,258100.65537406734
2026-05,경북,구미시,도소매업,4445,0.0379,49.3,0.031608548931383575,308437.44881889765
2026-05,경북,구미시,보건사회복지,3476,-0.6222,19.2,0.03236478711162256,281238.8147295742
2026-05,경북,구미시,부동산업,2124,-0.2287,33.4,0.019303201506591337,326513.89830508473
2026-05,경북,구미시,숙박음식점업,654,0.8757,90.8,0.07874617737003058,245566.9724770642
2026-05,경북,구미시,운수창고업,1319,-0.1869,35.3,0.021986353297952996,336901.07657316147
2026-05,경북,구미시,전문과학기술,5150,-0.1988,34.8,0.03349514563106796,319137.1689320388
2026-05,경북,구미시,정보통신업,561,0.2964,67.5,0.03208556149732621,321052.4420677362
2026-05,경북,구미시,제조업,44138,-0.9891,8.2,0.020617155285694865,423491.0575920975
2026-05,경북,구미시,협회수리개인,989,0.2216,61.9,0.03286147623862487,254651.08190091
2026-05,경북,김천시,건설업,2019,1.3955,98.2,0.07949479940564635,273921.35710747895
2026-05,경북,김천시,금융보험업,721,-1.2235,4.5,0.015256588072122053,444258.16920943133
2026-05,경북,김천시,기타,4572,-0.1906,35.0,0.03346456692913386,289954.03762029746
2026-05,경북,김천시,도소매업,1043,0.5218,80.8,0.03355704697986577,278772.98178331734
2026-05,경북,김천시,보건사회복지,1550,-0.9098,10.0,0.01935483870967742,319353.1612903226
2026-05,경북,김천시,부동산업,1254,0.2961,67.4,0.03787878787878788,324206.6028708134
2026-05,경북,김천시,운수창고업,11128,-0.9579,8.8,0.0074137311286844,457999.5255212078
2026-05,경북,김천시,전문과학기술,3103,-0.8703,10.5,0.02368675475346439,441370.3834998389
2026-05,경북,김천시,제조업,7034,-0.7836,13.7,0.02544782485072505,370267.7168040944
2026-05,경북,문경시,건설업,1063,1.2474,96.7,0.06867356538099718,263396.8579492004
2026-05,경북,문경시,기타,1366,0.2786,66.2,0.02562225475841874,243591.25915080527
2026-05,경북,문경시,도소매업,511,0.3782,73.5,0.022504892367906065,294286.771037182
2026-05,경북,문경시,보건사회복지,790,-0.8468,11.4,0.0310126582278481,316489.39240506326
2026-05,경북,문경시,부동산업,590,0.5794,82.4,0.05,297299.4576271186
2026-05,경북,문경시,제조업,1681,-0.5203,22.6,0.024092801903628794,333813.3729922665
