스냅샷,시도,시군구,업종대분류,가입자수,위험점수,위험백분위,이직률,인당보험료
2026-05,경북,봉화군,건설업,1025,1.5593,98.8,0.10048780487804879,280483.6682926829
2026-05,경북,봉화군,기타,592,0.445,76.6,0.02533783783783784,229865.33783783784
2026-05,경북,상주시,건설업,1652,1.1264,95.6,0.06961259079903148,270614.406779661
2026-05,경북,상주시,금융보험업,666,-1.4351,2.6,0.010510510510510511,440256.6966966967
2026-05,경북,상주시,기타,2003,0.0928,52.7,0.022965551672491265,231718.38242636045
2026-05,경북,상주시,도소매업,1308,-0.0989,40.3,0.02790519877675841,339315.94801223243
2026-05,경북,상주시,보건사회복지,848,-1.0713,6.6,0.021816037735849055,336584.1037735849
2026-05,경북,상주시,전문과학기술,607,-0.0628,42.7,0.015650741350906095,295138.22075782536
2026-05,경북,상주시,제조업,1186,-0.1587,36.7,0.016020236087689713,312414.5193929174
2026-05,경북,성주군,건설업,979,1.3543,98.0,0.07763023493360573,261629.86721144026
2026-05,경북,성주군,기타,1078,0.0845,52.1,0.02411873840445269,254205.58441558442
2026-05,경북,성주군,도소매업,536,0.2145,61.4,0.04197761194029851,331552.64925373136
2026-05,경북,성주군,제조업,4728,-0.4479,25.4,0.025380710659898477,349242.5084602369
2026-05,경북,안동시,건설업,3238,0.9145,92.1,0.07103150092649783,319049.6911673873
2026-05,경북,안동시,금융보험업,1031,-1.3304,3.5,0.016488845780795344,436329.3307468477
2026-05,경북,안동시,기타,4699,0.0382,49.4,0.025324537135560758,255332.0578846563
2026-05,경북,안동시,도소매업,1927,0.5079,79.8,0.03736377789309808,294891.52049818373
2026-05,경북,안동시,보건사회복지,3622,-1.1134,5.9,0.01974047487575925,339621.67863059085
2026-05,경북,안동시,부동산업,1689,-0.1081,39.7,0.022498519834221433,287995.3937240971
2026-05,경북,안동시,전문과학기술,1424,0.0377,49.2,0.03651685393258427,291852.1488764045
2026-05,경북,안동시,제조업,2234,-0.159,36.7,0.04230080572963295,337273.66159355413
2026-05,경북,영덕군,건설업,763,1.1147,95.4,0.06422018348623854,289047.18217562255
2026-05,경북,영덕군,기타,726,0.293,67.1,0.029614325068870524,242218.29201101928
2026-05,경북,영덕군,부동산업,582,0.6996,85.5,0.07216494845360824,292356.6666666667
2026-05,경북,영양군,기타,520,0.9581,92.6,0.0673076923076923,244710.88461538462
2026-05,경북,영주시,건설업,1474,1.1406,95.9,0.08175033921302578,283117.3405698779
2026-05,경북,영주시,금융보험업,601,-1.1393,5.5,0.0324459234608985,430135.37437603995
2026-05,경북,영주시,기타,2493,0.0086,47.6,0.023666265543521862,243950.86241476133
2026-05,경북,영주시,도소매업,731,0.5049,79.7,0.03625170998632011,266021.03967168264
2026-05,경북,영주시,보건사회복지,1017,-0.6456,18.4,0.02654867256637168,288751.66175024584
2026-05,경북,영주시,전문과학기술,789,0.1195,54.8,0.034220532319391636,243452.44613434726
2026-05,경북,영주시,제조업,3196,-1.331,3.5,0.01486232790988736,456222.1777221527
2026-05,경북,영천시,건설업,1482,1.2446,96.7,0.07051282051282051,284663.7246963563
2026-05,경북,영천시,기타,2206,0.0711,51.2,0.02243880326382593,254300.75249320036
2026-05,경북,영천시,도소매업,1005,0.2833,66.5,0.03283582089552239,302253.19402985077
2026-05,경북,영천시,보건사회복지,531,-0.7755,13.9,0.02448210922787194,311402.14689265535
2026-05,경북,영천시,부동산업,779,-0.0519,43.2,0.045571245186136075,283687.52246469836
2026-05,경북,영천시,전문과학기술,908,-0.1211,38.8,0.028634361233480177,272739.84581497795
2026-05,경북,영천시,제조업,10770,-0.8486,11.3,0.02000928505106778,397873.81058495824
2026-05,경북,예천군,건설업,994,0.9841,93.3,0.056338028169014086,278775.71428571426
2026-05,경북,예천군,기타,1307,0.2984,67.8,0.029839326702371844,246818.10252486612
2026-05,경북,예천군,제조업,500,-0.1657,36.3,0.024,324202.2
2026-05,경북,울진군,건설업,2446,0.4279,76.0,0.08135731807031889,378948.9125102208
2026-05,경북,울진군,기타,994,0.2571,64.8,0.03118712273641851,239790.2213279678
2026-05,경북,울진군,부동산업,576,0.5595,81.8,0.06944444444444445,259441.52777777778
2026-05,경북,울진군,전문과학기술,798,-0.1344,37.8,0.018796992481203006,336790.45112781954
2026-05,경북,울진군,제조업,536,0.7454,86.9,0.06623134328358209,285547.7611940298
2026-05,경북,의성군,건설업,935,1.2624,96.9,0.06577540106951872,274275.2727272727
2026-05,경북,의성군,기타,1190,0.7357,86.4,0.03319327731092437,225089.44537815126
2026-05,경북,의성군,제조업,596,-0.1691,36.0,0.02348993288590604,309866.40939597314
2026-05,경북,청도군,건설업,590,1.2128,96.5,0.06779661016949153,272809.83050847455
2026-05,경북,청도군,기타,1361,0.5039,79.6,0.034900808229243206,237083.92358559882
2026-05,경북,청도군,도소매업,654,0.4585,77.4,0.0863914373088685,342290.0305810398
2026-05,경북,청도군,제조업,980,0.0061,47.2,0.03214285714285714,321140.28571428574
2026-05,경북,청송군,건설업,660,0.8078,88.7,0.05075757575757576,272686.9393939394
2026-05,경북,청송군,기타,635,0.4628,77.6,0.03779527559055118,244774.26771653543
2026-05,경북,칠곡군,건설업,1953,0.504,79.6,0.059395801331285206,333823.42037890427
2026-05,경북,칠곡군,기타,3080,0.0379,49.3,0.023051948051948053,239418.17532467534
2026-05,경북,칠곡군,도소매업,2833,0.4195,75.7,0.039181080127073775,284898.439816449
2026-05,경북,칠곡군,보건사회복지,602,-0.7212,16.0,0.030730897009966777,294046.0465116279
2026-05,경북,칠곡군,부동산업,554,0.4398,76.3,0.039711191335740074,305735.8483754513
2026-05,경북,칠곡군,운수창고업,2933,3.5941,100.0,0.24718718036140472,175643.9345380157
2026-05,경북,칠곡군,전문과학기술,900,0.5413,81.5,0.04777777777777778,276939.68888888886
2026-05,경북,칠곡군,제조업,12543,-0.4628,24.8,0.023040739854899146,335413.5964282867
2026-05,경북,포항시,건설업,13402,0.1632,58.0,0.07312341441575884,435577.3556185644
2026-05,경북,포항시,금융보험업,1292,-1.571,1.5,0.00890092879256966,461506.60990712076
2026-05,경북,포항시,기타,11689,-0.1568,36.9,0.029557703824108137,274579.5397382154
2026-05,경북,포항시,도소매업,5461,-0.0912,41.0,0.031312946346822926,401053.1917231276
2026-05,경북,포항시,보건사회복지,8022,-0.9283,9.5,0.026053353278484168,319881.2066816255
2026-05,경북,포항시,부동산업,3019,0.6211,83.5,0.04272938058959921,287334.65385889367
2026-05,경북,포항시,수도하수폐기물,539,-0.5612,20.9,0.023191094619666047,409422.33766233764
2026-05,경북,포항시,숙박음식점업,1009,0.9733,93.0,0.08077304261645193,269312.82457879087
2026-05,경북,포항시,운수창고업,3032,-0.2284,33.5,0.016490765171503958,366827.2559366755
2026-05,경북,포항시,전문과학기술,8876,-0.5017,23.5,0.02574357818837314,384363.56692203693
2026-05,경북,포항시,정보통신업,1002,-0.214,34.2,0.03493013972055888,376535.18962075847
2026-05,경북,포항시,제조업,39185,-1.2258,4.5,0.01938241674109991,516771.96529284166
2026-05,경북,포항시,협회수리개인,3230,-0.9843,8.4,0.02321981424148607,423860.3962848297
2026-05,광주,광산구,건설업,4991,0.4418,76.4,0.05219394910839511,358348.0665197355
2026-05,광주,광산구,금융보험업,620,-1.2397,4.4,0.0064516129032258064,474029.1935483871
2026-05,광주,광산구,기타,10568,-0.02,45.4,0.022710068130204392,254018.98750946252
2026-05,광주,광산구,도소매업,7441,0.2424,63.8,0.044617658916812256,318476.0247278592
2026-05,광주,광산구,보건사회복지,7217,-0.8348,11.7,0.029582929194956354,311117.7442150478
2026-05,광주,광산구,부동산업,1715,0.5409,81.4,0.03935860058309038,260698.89212827987
2026-05,광주,광산구,숙박음식점업,733,1.5719,98.9,0.10231923601637108,218579.86357435197
2026-05,광주,광산구,운수창고업,1975,0.3275,69.8,0.04075949367088608,289461.9341772152
2026-05,광주,광산구,전문과학기술,3127,0.3812,73.7,0.04077390470099137,287016.4950431724
2026-05,광주,광산구,제조업,31679,-0.6211,19.2,0.026784305060134475,378437.32819849113
2026-05,광주,광산구,협회수리개인,1039,0.0014,46.8,0.030798845043310877,297103.48411934555
2026-05,광주,남구,건설업,1647,1.0976,95.1,0.1071645415907711,356597.5227686703
2026-05,광주,남구,기타,4348,-0.1806,35.5,0.02219411223551058,274942.72309107636
2026-05,광주,남구,도소매업,1661,0.2687,65.6,0.03552077062010837,290768.2360024082
2026-05,광주,남구,보건사회복지,3745,-0.8388,11.5,0.032176234979973295,323655.6955941255
2026-05,광주,남구,부동산업,1123,0.4451,76.6,0.03784505788067676,282228.6910062333
2026-05,광주,남구,운수창고업,559,-0.0192,45.5,0.03130590339892665,345172.5939177102
2026-05,광주,남구,전문과학기술,1143,0.2145,61.4,0.03674540682414698,296870.69116360456
2026-05,광주,남구,제조업,550,0.202,60.4,0.03272727272727273,248222.54545454544
2026-05,광주,남구,협회수리개인,522,-0.3314,29.6,0.02681992337164751,314576.7816091954
2026-05,광주,동구,건설업,1649,0.3036,68.2,0.0627653123104912,422374.39660400245
2026-05,광주,동구,교육서비스업,927,0.8411,89.7,0.040453074433656956,188755.7928802589
2026-05,광주,동구,금융보험업,1882,-1.5681,1.5,0.006376195536663124,518136.4612114772
2026-05,광주,동구,기타,2727,0.2709,65.8,0.03116978364503117,244632.16721672166
2026-05,광주,동구,도소매업,1598,0.2988,67.9,0.02972465581977472,288027.64705882355
2026-05,광주,동구,보건사회복지,2484,-0.2299,33.3,0.06481481481481481,291578.92109500803
2026-05,광주,동구,부동산업,1309,-0.159,36.7,0.029411764705882353,269457.64705882355
2026-05,광주,동구,전문과학기술,2119,0.0266,48.5,0.031854648419065594,296786.5502595564
2026-05,광주,동구,정보통신업,501,0.4825,78.7,0.06387225548902195,280778.8423153693
2026-05,광주,동구,제조업,1029,0.1772,59.0,0.031098153547133137,293737.39552964043
2026-05,광주,동구,협회수리개인,601,0.5383,81.4,0.06572379367720466,264083.59400998335
2026-05,광주,북구,건설업,5446,0.7683,87.4,0.08538376790304811,348380.910760191
2026-05,광주,북구,금융보험업,754,-1.4925,2.1,0.008620689655172414,477071.6710875332
2026-05,광주,북구,기타,9500,0.1065,53.8,0.02826315789473684,254703.87578947368
2026-05,광주,북구,도소매업,5859,0.4474,76.7,0.0421573647380099,290868.67383512546
2026-05,광주,북구,보건사회복지,6964,-0.7063,16.7,0.03202182653647329,297479.22171166
2026-05,광주,북구,부동산업,3238,0.1366,56.1,0.022390364422483013,284227.14021000615
2026-05,광주,북구,운수창고업,1797,-0.1637,36.4,0.0333889816360601,329206.75570395106
2026-05,광주,북구,전문과학기술,6044,0.4502,76.9,0.03987425545996029,271781.3434811383
2026-05,광주,북구,정보통신업,1243,-0.1793,35.6,0.037409493161705554,308341.9951729686
2026-05,광주,북구,제조업,16905,-0.3106,30.4,0.0235729074238391,352895.83555161196
2026-05,광주,북구,협회수리개인,1102,0.2549,64.7,0.02676950998185118,232401.10707803993
2026-05,광주,서구,건설업,5836,0.4644,77.7,0.06828307059629883,370150.0274160384
2026-05,광주,서구,금융보험업,831,-0.5297,22.1,0.036702767749699154,447799.22984356195
2026-05,광주,서구,기타,6174,0.2393,63.5,0.025510204081632654,261501.75574991902
2026-05,광주,서구,도소매업,4826,0.4981,79.3,0.03636552009946125,293728.3423124741
2026-05,광주,서구,보건사회복지,5225,-0.7603,14.7,0.032248803827751193,310638.21626794257
2026-05,광주,서구,부동산업,2424,0.2907,66.9,0.02207095709570957,287840.65181518154
2026-05,광주,서구,숙박음식점업,1151,0.8985,91.6,0.07819287576020852,241664.3092962641
2026-05,광주,서구,운수창고업,2160,-0.225,33.6,0.024537037037037038,380726.1666666667
2026-05,광주,서구,전문과학기술,6353,0.2626,65.4,0.03643947741224618,293969.64898473164
2026-05,광주,서구,정보통신업,500,-0.2221,33.8,0.019,301986.48
2026-05,광주,서구,제조업,8030,-1.0806,6.3,0.012266500622665006,528371.9352428394
2026-05,광주,서구,협회수리개인,1003,-0.0343,44.5,0.03838484546360917,312194.5363908275
2026-05,대구,군위군,건설업,571,1.7553,99.4,0.11558669001751314,278644.0630472855
2026-05,대구,군위군,기타,686,0.5898,82.6,0.048833819241982504,246563.1195335277
2026-05,대구,군위군,제조업,711,-0.4679,24.5,0.02180028129395218,332803.3192686357
2026-05,대구,남구,건설업,2342,0.6821,84.9,0.04184457728437233,309896.56703672075
2026-05,대구,남구,기타,2880,0.2891,66.8,0.026041666666666668,218125.59027777778
2026-05,대구,남구,도소매업,1000,0.0572,50.2,0.0295,286563.86
2026-05,대구,남구,보건사회복지,2665,-0.2365,33.1,0.06435272045028143,292429.2757973734
2026-05,대구,남구,부동산업,1126,0.0502,50.0,0.02975133214920071,284636.5186500888
2026-05,대구,남구,수도하수폐기물,664,-0.821,12.4,0.010542168674698794,433302.5903614458
2026-05,대구,남구,전문과학기술,3089,-0.09,41.2,0.033667853674328264,294665.33505988994
2026-05,대구,달서구,건설업,2748,0.6551,84.2,0.06841339155749636,318426.89956331876
2026-05,대구,달서구,금융보험업,504,-0.9394,9.2,0.011904761904761904,448272.7380952381
2026-05,대구,달서구,기타,10490,-0.1069,39.8,0.026739752144899903,255350.6882745472
2026-05,대구,달서구,도소매업,4735,0.1414,56.5,0.031784582893347416,302924.2238648363
2026-05,대구,달서구,보건사회복지,8465,-0.8544,11.0,0.030360307147076195,316373.94920259895
2026-05,대구,달서구,부동산업,3763,-0.0261,45.0,0.021525378687217645,260075.3228806803
2026-05,대구,달서구,숙박음식점업,725,0.9821,93.2,0.0696551724137931,222679.33793103448
2026-05,대구,달서구,운수창고업,3934,-0.5607,21.0,0.013980681240467717,438853.7163192679
2026-05,대구,달서구,전문과학기술,4548,0.0032,46.9,0.041886543535620054,302681.96130167105
2026-05,대구,달서구,제조업,32887,-0.7994,13.1,0.019034877003071122,367238.7472253474
2026-05,대구,달서구,협회수리개인,942,0.0991,53.1,0.04670912951167728,275272.0382165605
2026-05,대구,달성군,건설업,2221,1.1377,95.7,0.09320126069338136,309727.014858172
2026-05,대구,달성군,기타,7345,-0.0756,42.2,0.02716133424098026,264837.9006126617
2026-05,대구,달성군,도소매업,3199,0.007,47.4,0.03485464207564864,300806.0143794936
2026-05,대구,달성군,보건사회복지,1289,-0.5212,22.6,0.04615981380915438,293279.68968192395
2026-05,대구,달성군,부동산업,777,-0.1359,37.7,0.032175032175032175,274517.5804375804
2026-05,대구,달성군,운수창고업,995,-0.0223,45.2,0.030653266331658293,338742.4120603015
2026-05,대구,달성군,전문과학기술,1761,-0.0351,44.5,0.027825099375354913,289796.76320272574
2026-05,대구,달성군,제조업,29959,-0.9552,9.0,0.020010681264394672,417260.34447077673
2026-05,대구,동구,건설업,3351,0.8629,90.4,0.06714413607878246,310243.00805729633
2026-05,대구,동구,금융보험업,4013,-1.3352,3.4,0.004360827311238475,497129.3645651632
2026-05,대구,동구,기타,7452,-0.2142,34.1,0.024490069779924854,261950.93397745572
2026-05,대구,동구,도소매업,4772,-0.1233,38.8,0.030595138306789605,322434.46353730094
2026-05,대구,동구,보건사회복지,4310,-0.9129,9.9,0.03213457076566125,331309.20649651974
2026-05,대구,동구,부동산업,2214,-0.152,37.1,0.032520325203252036,352851.6982836495
2026-05,대구,동구,숙박음식점업,817,1.0143,94.0,0.07527539779681762,238152.2888616891
2026-05,대구,동구,운수창고업,1893,-0.1994,34.8,0.030375066032752245,308805.2086634971
2026-05,대구,동구,전기가스,4074,-2.2164,0.1,0.003436426116838488,565830.6676485027
2026-05,대구,동구,전문과학기술,5889,-0.3159,30.2,0.02445236882322975,346081.1309220581
2026-05,대구,동구,정보통신업,2115,-0.5279,22.2,0.025059101654846337,349467.5082742317
2026-05,대구,동구,제조업,5055,-0.1241,38.6,0.037091988130563795,301789.52324431256
2026-05,대구,동구,협회수리개인,1096,-0.5938,20.0,0.01916058394160584,364441.42335766426
2026-05,대구,북구,건설업,3556,0.753,87.1,0.07634983127109111,332587.575928009
2026-05,대구,북구,금융보험업,616,-1.6304,1.1,0.01461038961038961,461498.1818181818
2026-05,대구,북구,기타,9859,0.1595,57.7,0.0365655746018866,256655.70138959328
2026-05,대구,북구,도소매업,7100,0.3277,69.9,0.031549295774647886,290310.785915493
2026-05,대구,북구,보건사회복지,4517,-0.6049,19.6,0.03741421297321231,288805.2069957937
2026-05,대구,북구,부동산업,2254,-0.1021,40.1,0.01885536823425022,283316.56610470277
2026-05,대구,북구,숙박음식점업,753,0.5595,81.8,0.05644090305444887,239628.81806108897
2026-05,대구,북구,운수창고업,941,-0.0854,41.5,0.014346439957492029,360868.9266737513
2026-05,대구,북구,전문과학기술,2339,0.1389,56.3,0.03890551517742625,290360.0171013253
2026-05,대구,북구,정보통신업,1126,-0.2784,31.6,0.02575488454706927,329198.2948490231
2026-05,대구,북구,제조업,8495,-0.3466,28.9,0.026545026486168334,329143.0441436139
2026-05,대구,북구,협회수리개인,635,0.0071,47.4,0.03622047244094488,276880.6299212598
2026-05,대구,서구,건설업,881,0.7858,87.8,0.06923950056753689,307991.5777525539
2026-05,대구,서구,기타,3892,0.193,59.7,0.030318602261048305,237582.90339157244
2026-05,대구,서구,도소매업,3238,0.0963,52.9,0.026405188387893762,302768.31995058677
2026-05,대구,서구,보건사회복지,3017,-0.7675,14.3,0.027013589658601258,313200.8816705336
2026-05,대구,서구,부동산업,605,0.659,84.4,0.050413223140495865,269779.86776859505
2026-05,대구,서구,운수창고업,797,-0.3053,30.5,0.029485570890840654,324083.08657465497
2026-05,대구,서구,전문과학기술,1974,0.0177,48.1,0.037740628166160084,289030.79027355625
2026-05,대구,서구,제조업,5714,-0.3,31.0,0.020476023801190058,307148.6384319216
2026-05,대구,수성구,건설업,3680,0.5265,81.1,0.05584239130434782,330391.8043478261
2026-05,대구,수성구,교육서비스업,1177,0.2005,60.2,0.034409515717926935,241735.41206457093
2026-05,대구,수성구,금융보험업,3668,-1.182,4.9,0.008042529989094875,536326.9683751363
2026-05,대구,수성구,기타,8079,0.0324,48.9,0.030325535338531998,247228.75603416265
2026-05,대구,수성구,도소매업,3479,0.1301,55.6,0.034348950847944815,297684.8289738431
2026-05,대구,수성구,보건사회복지,4188,-0.67,17.7,0.03736867239732569,302132.21107927413
2026-05,대구,수성구,부동산업,3756,0.3443,71.3,0.03035143769968051,292570.7614483493
2026-05,대구,수성구,숙박음식점업,1644,0.8261,89.4,0.07846715328467153,238647.71289537713
2026-05,대구,수성구,운수창고업,976,0.2015,60.3,0.0430327868852459,343683.4221311475
2026-05,대구,수성구,전문과학기술,4435,0.201,60.3,0.03720405862457723,280343.44532130775
2026-05,대구,수성구,정보통신업,1702,-0.2663,32.0,0.022326674500587545,338177.6028202115
2026-05,대구,수성구,제조업,1688,-0.0992,40.3,0.028732227488151657,301137.345971564
2026-05,대구,수성구,협회수리개인,1380,-0.0636,42.7,0.035869565217391305,312710.2028985507
2026-05,대구,중구,건설업,904,0.9142,92.0,0.11117256637168142,365586.1504424779
2026-05,대구,중구,기타,3446,-0.0453,43.6,0.024666279744631456,284295.5078351712
2026-05,대구,중구,도소매업,2313,0.2979,67.6,0.026588845654993514,268012.47730220493
2026-05,대구,중구,보건사회복지,5915,-0.5668,20.7,0.041758241758241756,313185.71428571426
2026-05,대구,중구,부동산업,893,0.6522,84.1,0.012877939529675251,238472.72116461367
2026-05,대구,중구,숙박음식점업,964,1.1745,96.2,0.10580912863070539,265094.4190871369
2026-05,대구,중구,운수창고업,3246,-0.0322,44.7,0.03157732593961799,394716.04436229204
2026-05,대구,중구,전문과학기술,2534,0.189,59.4,0.03531965272296764,266682.32044198894
2026-05,대구,중구,정보통신업,1169,0.4902,79.1,0.05089820359281437,286915.94525235245
2026-05,대구,중구,제조업,922,0.1762,58.9,0.01735357917570499,304772.2342733189
2026-05,대전,대덕구,건설업,2404,0.6546,84.2,0.06988352745424292,336286.97171381034
2026-05,대전,대덕구,기타,5114,-0.0357,44.4,0.026691435275713726,277560.4458349628
2026-05,대전,대덕구,도소매업,3972,0.2582,65.1,0.030337361530715003,296645.9466263847
2026-05,대전,대덕구,보건사회복지,2290,-0.9362,9.3,0.025109170305676855,347136.67248908296
2026-05,대전,대덕구,부동산업,637,0.3561,72.0,0.041601255886970175,296853.65777080064
2026-05,대전,대덕구,운수창고업,1833,-0.5044,23.3,0.01718494271685761,377018.1123840698
2026-05,대전,대덕구,전기가스,7697,-1.597,1.3,0.02312589320514486,458322.0969208783
2026-05,대전,대덕구,전문과학기술,3009,0.0804,51.9,0.03339980059820538,300785.0913924892
2026-05,대전,대덕구,정보통신업,580,-0.1977,34.9,0.028448275862068967,304678.5517241379
2026-05,대전,대덕구,제조업,21635,-0.9952,7.9,0.01629304367922348,462782.4238502427
2026-05,대전,동구,건설업,4323,0.084,52.0,0.05100624566273421,376989.0631505899
2026-05,대전,동구,기타,5157,0.0995,53.3,0.025596276905177427,243987.16695753345
2026-05,대전,동구,도소매업,2402,0.2392,63.5,0.03538717735220649,294981.26561199
2026-05,대전,동구,보건사회복지,1971,-0.6003,19.8,0.03576864535768645,291398.0010147134
2026-05,대전,동구,부동산업,1467,0.1723,58.5,0.022154055896387186,258813.40149965917
2026-05,대전,동구,운수창고업,26293,-1.1777,5.0,0.008367246035066368,425023.13239265204
2026-05,대전,동구,전문과학기술,1971,0.2304,62.9,0.037037037037037035,288249.5180111618
2026-05,대전,동구,제조업,1557,0.3442,71.2,0.03821451509312781,282070.6615285806
2026-05,대전,서구,건설업,7540,0.3199,69.5,0.060145888594164455,390700.4164456233
2026-05,대전,서구,교육서비스업,1135,0.626,83.6,0.035682819383259914,210055.13656387664
2026-05,대전,서구,금융보험업,2141,-1.1007,6.1,0.013078000934142924,498856.7304997665
2026-05,대전,서구,기타,12380,-0.0967,40.4,0.02427302100161551,269615.9127625202
2026-05,대전,서구,도소매업,4844,0.1965,60.0,0.030759702725020644,299089.6490503716
2026-05,대전,서구,보건사회복지,8058,-0.7568,14.9,0.03381732439811368,306832.74261603376
2026-05,대전,서구,부동산업,4071,0.1906,59.5,0.02763448784082535,285596.3006632277
2026-05,대전,서구,숙박음식점업,902,1.0526,94.3,0.07649667405764966,248470.22172949003
2026-05,대전,서구,운수창고업,1651,0.046,49.7,0.023622047244094488,338221.40520896425
2026-05,대전,서구,전문과학기술,6849,-0.0061,46.4,0.032486494378741425,310756.18338443566
2026-05,대전,서구,정보통신업,11705,0.0297,48.7,0.02998718496369073,299791.40709098673
2026-05,대전,서구,제조업,2266,0.2695,65.7,0.03640776699029126,305473.57458075904
2026-05,대전,서구,협회수리개인,1468,0.6286,83.7,0.052111716621253405,242850.55858310626
2026-05,대전,유성구,건설업,9198,0.3332,70.5,0.07284192215699065,386365.3337682105
2026-05,대전,유성구,금융보험업,572,-0.7778,13.8,0.020104895104895104,461324.020979021
2026-05,대전,유성구,기타,14877,-0.7385,15.5,0.019560395240976004,370673.3413994757
2026-05,대전,유성구,도소매업,6721,0.2571,64.8,0.033402767445320634,319131.50721618807
2026-05,대전,유성구,보건사회복지,4469,-0.7881,13.5,0.030543745804430523,309789.58156187064
2026-05,대전,유성구,부동산업,4155,0.2766,66.0,0.021419975932611312,282260.0481347774
2026-05,대전,유성구,수도하수폐기물,641,0.2885,66.7,0.01794071762870515,374724.1809672387
2026-05,대전,유성구,숙박음식점업,1834,0.3899,74.3,0.05370774263904035,258479.65103598693
2026-05,대전,유성구,운수창고업,725,0.0902,52.4,0.030344827586206897,350624.0551724138
2026-05,대전,유성구,전문과학기술,24379,-0.4841,24.1,0.030518068829730505,373743.803273309
2026-05,대전,유성구,정보통신업,6972,-0.3987,27.0,0.03098106712564544,348954.1422834194
2026-05,대전,유성구,제조업,27179,-0.8236,12.2,0.020309798005813312,417162.04643290775
2026-05,대전,유성구,협회수리개인,1158,-0.1531,37.1,0.03065630397236615,307270.82901554403
2026-05,대전,중구,건설업,3690,0.8002,88.5,0.09200542005420054,363040.38482384826
2026-05,대전,중구,금융보험업,518,-1.1426,5.4,0.009652509652509652,436151.8918918919
2026-05,대전,중구,기타,5591,0.0905,52.5,0.02548739044893579,258744.25326417456
2026-05,대전,중구,도소매업,2121,0.1284,55.5,0.03041018387553041,314495.7661480434
2026-05,대전,중구,보건사회복지,3572,-0.6636,17.8,0.031075027995520716,296989.5464725644
2026-05,대전,중구,부동산업,1205,0.1283,55.4,0.031950207468879666,305025.8921161826
2026-05,대전,중구,운수창고업,901,-0.0396,44.0,0.02719200887902331,313120.37735849054
2026-05,대전,중구,전문과학기술,2819,0.3075,68.4,0.03228095069173466,265439.65235899255
2026-05,대전,중구,정보통신업,606,0.6414,83.8,0.037953795379537955,278921.05610561057
2026-05,대전,중구,제조업,2977,0.1735,58.6,0.04853879744709439,304786.483036614
2026-05,대전,중구,협회수리개인,828,0.7334,86.3,0.042874396135265704,254883.1884057971
2026-05,부산,강서구,건설업,5100,1.0119,93.9,0.11529411764705882,363271.0745098039
2026-05,부산,강서구,기타,7942,-0.4079,26.8,0.02820448249811131,322519.9445983379
2026-05,부산,강서구,도소매업,9543,-0.0525,43.1,0.03127947186419365,349054.02703552344
2026-05,부산,강서구,보건사회복지,624,-0.6914,17.0,0.041666666666666664,312817.6923076923
2026-05,부산,강서구,부동산업,792,0.0271,48.6,0.04419191919191919,336731.99494949495
2026-05,부산,강서구,운수창고업,6224,-0.4901,23.9,0.015584832904884318,397724.8618251928
2026-05,부산,강서구,전문과학기술,4908,-0.4349,26.0,0.024551752241238792,377327.0619396903
2026-05,부산,강서구,제조업,36874,-0.7286,15.8,0.02173618267614037,387074.60595541575
2026-05,부산,강서구,협회수리개인,685,-0.0073,46.2,0.034306569343065696,285688.700729927
2026-05,부산,금정구,건설업,2148,0.8549,90.2,0.07239292364990689,329129.46927374305
2026-05,부산,금정구,기타,6150,-0.0391,44.2,0.0308130081300813,274578.9430894309
2026-05,부산,금정구,도소매업,3692,0.091,52.5,0.030742145178764897,311425.3521126761
2026-05,부산,금정구,보건사회복지,1961,0.138,56.2,0.10351861295257522,304706.1907190209
2026-05,부산,금정구,부동산업,2348,0.1606,57.8,0.02129471890971039,237692.50425894378
2026-05,부산,금정구,운수창고업,1472,-0.5156,22.9,0.027853260869565216,345546.902173913
2026-05,부산,금정구,전문과학기술,2850,0.237,63.3,0.0412280701754386,273017.8245614035
2026-05,부산,금정구,제조업,3121,-0.0128,45.9,0.049983979493752,312971.784684396
2026-05,부산,금정구,협회수리개인,857,-0.0762,42.1,0.026837806301050177,302466.74445740954
2026-05,부산,기장군,건설업,2724,0.5685,82.1,0.08571953010279001,363190.1027900147
2026-05,부산,기장군,기타,7676,-0.5259,22.3,0.02553413236060448,314525.99791558104
2026-05,부산,기장군,도소매업,2861,0.4453,76.7,0.04194337644180356,308840.4893393918
2026-05,부산,기장군,보건사회복지,2068,-0.9851,8.3,0.02877176015473888,336926.94390715664
2026-05,부산,기장군,부동산업,1839,0.0218,48.4,0.036976617727025554,309362.6536160957
2026-05,부산,기장군,숙박음식점업,956,0.6599,84.5,0.07217573221757322,270847.97071129706
2026-05,부산,기장군,운수창고업,589,-0.5236,22.4,0.019524617996604415,419967.7419354839
2026-05,부산,기장군,전문과학기술,2041,-0.0424,43.9,0.03601175894169525,334220.50955414015
2026-05,부산,기장군,제조업,9760,-0.5523,21.5,0.029508196721311476,357105.131147541
2026-05,부산,기장군,협회수리개인,521,0.2937,67.1,0.06525911708253358,259577.3896353167
2026-05,부산,남구,건설업,3011,1.0594,94.5,0.12985719030222517,386600.61773497175
2026-05,부산,남구,금융보험업,8751,-1.6894,0.8,0.009370357673408753,523059.472060336
2026-05,부산,남구,기타,6360,-0.2645,32.1,0.028223270440251573,293431.0534591195
2026-05,부산,남구,도소매업,2444,0.1056,53.7,0.030278232405891982,336865.0409165303
